trainer_id,trainer_name,hometown,starter_type,starter_species,team_size,team_level_avg,team_level_max,team_avg_iv_total,team_avg_ev_total,type_diversity,trainer_experience,play_hours,strategy_score,wealth,cave_training,safari_zone_visits,dept_store_spending,potions_purchased,revives_used,tm_count,exp_share_used,held_item_count,rare_candy_used,gym_pokemon_center_visits,fishing_attempts,traded_pokemon_count,team_happiness_avg,team_friendship_max,badges,elite_four_attempted,elite_four_wins,champion_defeated,hall_of_fame_time,total_battles_won,total_pokemon_caught,pokedex_completion,patience,natural_talent,dedication,hometown_gym_type,region
105,Crystal_4063,Azalea Town,Fire,Cyndaquil,2,38.6,43.6,41.2,196.1,4,3.7,448,58.8,2,1,4,601,41,7,10,0,0,0,40,10,2,178.2,198.0,5,0,0,0,,103,65,25.9,86.08,9.41,84.91,Bug,Johto
106,Janine_1241,Violet City,Water,Totodile,6,27.3,29.7,59.5,158.6,4,0.7,336,45.0,2,0,3,843,36,4,12,0,2,1,48,3,1,164.1,185.2,3,0,0,0,,73,54,21.5,45.73,29.69,73.37,Flying,Johto
107,Daisy_7094,New Bark Town,Water,Totodile,6,48.7,58.6,50.9,137.7,2,10.9,239,61.0,2,0,2,1011,23,7,2,0,1,0,27,9,2,182.5,199.3,4,0,0,0,,115,37,14.7,100.0,22.8,19.18,None,Johto
108,Agatha_4837,Ecruteak City,Fire,Cyndaquil,2,28.6,46.6,43.3,136.4,2,2.8,187,49.9,2,0,4,1066,22,2,1,0,2,0,23,8,3,153.6,154.7,3,0,0,0,,116,32,12.7,70.85,21.84,21.26,Ghost,Johto
109,Bugsy_3056,New Bark Town,Water,Totodile,6,21.1,21.3,72.5,110.5,2,0.7,137,66.1,3,0,5,1010,24,5,3,0,0,1,20,14,3,152.6,167.1,2,0,0,0,,69,39,15.5,95.53,50.3,21.32,None,Johto
110,Agatha_8923,Mahogany Town,Grass,Chikorita,3,40.5,42.1,69.7,184.0,1,6.3,245,52.6,2,0,5,797,29,8,6,0,1,1,24,6,2,150.3,159.2,3,0,0,0,,170,41,16.3,32.29,64.74,28.26,Ice,Johto
111,Clair_3194,New Bark Town,Water,Totodile,4,36.7,47.2,46.4,122.0,1,3.5,313,33.4,1,0,3,405,37,6,10,0,2,0,34,10,2,120.4,125.9,2,0,0,0,,84,51,20.3,33.19,20.0,59.88,None,Johto
112,Blue_7133,Olivine City,Fire,Cyndaquil,6,45.8,48.6,70.6,193.2,2,5.0,502,57.0,3,1,2,819,48,11,5,1,1,0,35,2,1,187.0,189.1,5,0,0,0,,115,57,22.7,25.96,67.62,90.01,Steel,Johto
113,Giovanni_3646,Blackthorn City,Grass,Chikorita,6,23.2,25.6,64.5,199.4,1,0.9,400,65.2,2,0,4,979,40,4,8,0,0,0,43,8,0,158.3,158.5,3,0,0,0,,64,50,19.9,67.98,71.67,76.77,Dragon,Johto
114,Morty_3764,New Bark Town,Grass,Chikorita,2,29.7,42.4,56.3,122.3,1,1.5,260,63.2,2,0,2,944,20,10,10,1,2,0,34,5,0,157.0,166.2,4,0,0,0,,84,35,13.9,41.85,84.69,36.03,None,Johto
115,Surge_2254,Cianwood City,Fire,Cyndaquil,4,38.0,40.5,78.8,232.5,1,6.4,410,51.4,3,1,3,1194,57,10,8,1,1,1,40,8,1,131.9,133.0,3,0,0,0,,89,52,20.7,33.35,61.73,72.74,Fighting,Johto
116,Brock_1843,Mahogany Town,Water,Totodile,5,23.8,29.8,71.9,135.1,2,2.8,240,46.9,3,0,4,1116,35,8,7,1,6,0,31,5,1,165.6,190.1,4,0,0,0,,84,29,11.6,30.52,34.55,35.59,Ice,Johto
117,Karen_1073,Ecruteak City,Grass,Chikorita,6,23.3,40.9,44.2,150.7,4,1.1,279,73.4,2,0,4,1161,41,6,7,0,0,0,39,3,2,143.5,170.8,5,0,0,0,,109,35,13.9,82.46,29.88,48.93,Ghost,Johto
118,Stella_4409,Azalea Town,Water,Totodile,6,6.1,17.3,42.0,112.9,3,0.4,97,30.8,3,0,5,1194,18,4,0,0,0,0,14,9,1,153.4,205.2,1,0,0,0,,51,39,15.5,82.27,16.07,6.97,Bug,Johto
119,Yellow_4126,Goldenrod City,Fire,Cyndaquil,3,34.2,40.0,70.2,134.4,4,1.6,280,62.0,4,0,3,1752,28,5,11,0,4,1,23,5,0,147.4,185.2,5,0,0,0,,53,22,8.8,63.63,57.24,46.45,Normal,Johto
120,Richie_9109,Violet City,Grass,Chikorita,6,24.7,45.4,63.8,134.6,2,0.8,281,27.8,3,0,1,1257,39,7,11,0,1,0,34,6,1,172.2,217.9,1,0,0,0,,90,51,20.3,38.02,31.99,56.3,Flying,Johto
121,Janine_1703,Azalea Town,Fire,Cyndaquil,2,32.8,51.6,59.6,212.3,3,3.0,228,36.8,3,1,1,1474,26,6,3,0,1,0,33,7,2,161.6,250.7,1,0,0,0,,106,5,2.0,20.13,75.48,26.82,Bug,Johto
122,Crystal_8180,Ecruteak City,Water,Totodile,5,30.4,31.1,47.6,211.5,3,0.9,419,49.3,3,1,9,1475,45,9,7,1,6,0,50,1,0,185.5,197.8,3,0,0,0,,89,58,23.1,72.16,22.33,96.02,Ghost,Johto
123,Lara_6497,Blackthorn City,Fire,Cyndaquil,3,13.4,14.1,50.9,120.6,1,0.5,48,57.0,3,0,4,886,12,5,2,1,2,0,18,7,1,166.2,174.6,2,0,0,0,,90,15,6.0,88.61,11.59,18.68,Dragon,Johto
124,Red_3762,Cherrygrove City,Grass,Chikorita,3,21.0,48.4,65.2,191.5,2,1.1,207,52.0,2,1,2,813,27,4,9,0,2,0,28,6,4,166.0,190.2,2,0,0,0,,71,28,11.2,47.94,61.74,31.39,None,Johto
125,Gold_1381,Olivine City,Fire,Cyndaquil,6,22.6,31.2,43.2,178.3,2,1.3,411,51.3,1,0,1,593,51,11,7,0,0,0,33,6,0,133.8,146.2,3,0,0,0,,46,50,19.9,22.32,43.53,69.86,Steel,Johto
126,James_9611,Olivine City,Fire,Cyndaquil,4,40.9,46.3,71.0,154.7,2,2.9,279,51.4,2,0,1,495,30,5,1,0,0,1,19,9,3,173.8,231.1,2,0,0,0,,110,31,12.4,40.1,27.05,27.07,Steel,Johto
127,Pryce_3197,Mahogany Town,Water,Totodile,5,41.4,41.5,72.1,236.3,3,2.5,448,71.5,1,1,9,1023,55,11,11,1,0,0,43,6,0,159.3,219.8,7,0,0,0,,96,74,29.5,78.64,95.51,78.33,Ice,Johto
128,Brock_1714,Cianwood City,Water,Totodile,4,38.8,40.5,40.3,141.4,2,4.9,189,70.1,3,0,9,1304,14,6,0,1,2,0,21,6,5,197.0,205.7,5,0,0,0,,88,67,26.7,94.93,28.95,16.4,Fighting,Johto
129,Gold_7136,Mahogany Town,Fire,Cyndaquil,2,30.4,31.4,53.7,246.7,3,3.0,358,56.2,5,1,1,1974,57,12,8,0,0,0,34,8,1,170.8,182.2,4,0,0,0,,117,41,16.3,64.83,44.86,80.83,Ice,Johto
130,Giovanni_1922,Blackthorn City,Grass,Chikorita,2,29.3,31.9,72.0,125.2,3,0.6,360,64.4,4,0,5,1764,35,9,7,1,3,0,31,10,0,166.0,180.1,5,0,0,0,,38,57,22.7,100.0,64.04,60.36,Dragon,Johto
131,Duplica_4420,Ecruteak City,Water,Totodile,6,58.5,86.3,73.1,222.2,6,7.9,441,85.9,3,1,6,1503,47,17,11,0,2,0,47,11,1,138.3,164.3,7,0,0,0,,116,81,32.3,100.0,93.98,76.4,Ghost,Johto
132,Giselle_7338,Cianwood City,Grass,Chikorita,6,31.1,32.9,53.5,256.4,1,3.5,396,45.5,1,1,4,461,42,8,7,0,2,0,46,4,0,142.8,196.4,1,0,0,0,,50,56,22.3,52.71,52.43,73.55,Fighting,Johto
133,Yellow_3660,Ecruteak City,Water,Totodile,3,42.4,44.0,62.8,286.9,6,7.9,482,48.8,3,1,0,1470,62,18,5,0,2,0,50,6,2,148.5,159.4,4,0,0,0,,137,52,20.7,56.0,58.92,79.93,Ghost,Johto
134,Crystal_1976,Cianwood City,Fire,Cyndaquil,4,27.4,34.3,27.2,269.3,3,1.3,485,31.3,2,1,5,589,51,7,14,0,4,0,47,8,0,144.8,171.9,1,0,0,0,,101,61,24.3,44.1,0.55,96.23,Fighting,Johto
135,Jessie_6014,Olivine City,Water,Totodile,4,31.3,34.8,51.9,239.0,2,2.2,463,41.7,3,1,7,1263,51,6,12,0,3,0,40,9,2,145.7,146.1,1,0,0,0,,63,79,31.5,67.66,25.94,86.59,Steel,Johto
136,Bruno_5668,Cherrygrove City,Grass,Chikorita,4,26.1,34.2,51.3,147.8,3,1.4,61,56.4,2,0,5,432,12,5,3,0,0,1,11,9,1,141.9,147.0,2,0,0,0,,87,33,13.1,48.07,32.0,20.87,None,Johto
137,Samurai_3066,Olivine City,Grass,Chikorita,6,24.4,25.1,51.1,112.6,3,1.3,114,47.5,2,0,4,642,21,7,3,0,1,1,16,8,1,130.1,141.6,3,0,0,0,,48,24,9.6,54.12,29.89,11.23,Steel,Johto
138,Chuck_9989,Cianwood City,Fire,Cyndaquil,6,20.5,29.8,67.1,155.7,1,0.9,67,49.2,2,1,5,813,17,4,3,0,1,0,10,1,1,151.9,190.5,0,0,0,0,,86,33,13.1,85.58,4.65,7.98,Fighting,Johto
139,Ash_3280,Ecruteak City,Grass,Chikorita,5,17.3,30.4,66.9,134.2,1,0.2,290,52.8,3,0,4,1178,41,6,10,0,1,0,23,4,2,156.2,157.0,3,0,0,0,,89,38,15.1,60.51,83.73,55.75,Ghost,Johto
140,Jasmine_3001,Cherrygrove City,Grass,Chikorita,4,19.0,21.2,68.4,179.7,1,0.4,356,64.2,4,0,6,2087,42,11,3,0,1,0,33,7,1,144.9,155.8,2,0,0,0,,97,47,18.7,66.14,81.03,61.22,None,Johto
141,Sabrina_5720,Cherrygrove City,Grass,Chikorita,4,34.7,38.6,65.3,219.3,5,2.7,386,64.1,4,1,2,1987,39,10,13,1,2,1,50,7,2,145.6,179.6,6,0,0,0,,50,47,18.7,30.63,75.58,69.59,None,Johto
142,Lara_6194,Cherrygrove City,Fire,Cyndaquil,2,33.9,35.4,46.4,242.2,4,2.3,482,50.1,4,1,9,1747,46,7,18,1,2,0,61,10,1,176.5,185.1,4,0,0,0,,64,71,28.3,100.0,17.24,85.05,None,Johto
143,Gary_7737,Ecruteak City,Fire,Cyndaquil,1,32.3,39.1,67.5,214.8,5,5.1,335,59.1,2,1,0,1122,22,10,6,1,2,0,29,6,1,153.1,207.7,5,0,0,0,,131,41,16.3,38.06,83.19,42.77,Ghost,Johto
144,Dario_8231,Cherrygrove City,Fire,Cyndaquil,6,29.8,35.8,44.0,155.5,3,2.4,291,60.2,3,0,3,949,38,4,5,1,0,1,32,8,0,162.7,168.3,4,0,0,0,,104,39,15.5,100.0,14.32,59.68,None,Johto
145,Sabrina_5574,Violet City,Water,Totodile,1,28.5,33.9,48.7,165.6,3,2.0,225,31.2,4,1,2,1422,16,6,5,0,3,0,25,6,4,151.3,157.5,1,0,0,0,,84,47,18.7,25.75,17.42,42.06,Flying,Johto
146,Gary_2486,Azalea Town,Water,Totodile,6,32.5,32.7,63.5,172.0,3,3.3,331,56.7,2,0,6,1376,40,8,6,0,3,1,29,9,1,153.0,186.5,4,0,0,0,,114,72,28.7,100.0,60.01,44.88,Bug,Johto
147,Bugsy_5763,New Bark Town,Water,Totodile,6,79.0,89.0,62.6,258.3,2,15.0,533,77.2,2,1,2,1336,39,17,15,0,1,0,38,3,3,132.6,180.4,7,0,0,0,,154,66,26.3,22.26,66.77,71.27,None,Johto
148,Janine_6632,Cherrygrove City,Grass,Chikorita,2,28.9,40.4,41.7,130.0,3,2.4,209,57.8,1,0,7,380,23,4,8,0,3,2,28,7,2,160.9,223.9,4,0,0,0,,62,45,17.9,100.0,11.93,29.09,None,Johto
149,Ash_2452,New Bark Town,Fire,Cyndaquil,3,34.3,34.6,67.4,136.5,1,2.6,148,70.8,2,0,3,869,21,9,0,0,1,0,19,5,0,170.7,171.4,4,0,0,0,,132,39,15.5,75.43,65.92,15.46,None,Johto
150,Blue_2814,Cianwood City,Water,Totodile,5,56.9,75.4,84.7,184.9,2,10.4,419,51.9,4,0,6,2189,41,9,8,1,0,1,55,10,3,188.1,192.4,5,0,0,0,,104,57,22.7,47.39,56.54,60.0,Fighting,Johto
151,Jessie_5769,Blackthorn City,Grass,Chikorita,2,26.1,26.4,71.7,241.0,2,1.5,504,50.9,2,1,4,1113,44,11,12,1,3,0,66,7,1,173.6,174.8,3,0,0,0,,78,52,20.7,67.64,59.41,97.24,Dragon,Johto
152,Yellow_8764,Mahogany Town,Water,Totodile,3,40.5,42.2,80.0,223.9,1,3.3,529,75.4,3,1,4,1731,68,12,12,1,2,0,48,9,2,186.4,193.3,6,0,0,0,,62,73,29.1,92.58,92.72,96.97,Ice,Johto
153,Tracey_5777,Blackthorn City,Water,Totodile,4,36.2,49.9,74.5,152.1,5,2.7,295,84.2,2,0,3,1040,24,4,1,0,1,2,32,1,1,179.4,188.5,8,1,1,1,318.0,93,51,20.3,72.43,90.32,32.07,Dragon,Johto
154,Red_1409,Azalea Town,Water,Totodile,5,22.5,40.5,39.5,266.8,2,0.1,484,39.4,3,1,2,1496,58,17,12,0,3,0,41,6,0,151.2,163.1,2,0,0,0,,24,57,22.7,33.21,29.47,95.12,Bug,Johto
155,Lance_3740,Olivine City,Fire,Cyndaquil,6,26.8,27.6,59.0,185.9,1,3.4,238,46.1,3,1,3,1068,30,6,3,0,2,0,25,6,2,163.4,194.1,2,0,0,0,,150,30,12.0,69.58,37.0,47.65,Steel,Johto
156,Gold_3780,Cianwood City,Water,Totodile,6,33.3,56.2,57.4,163.7,1,3.2,128,50.4,4,0,5,1208,14,3,3,0,4,3,20,10,0,181.4,184.2,2,0,0,0,,151,45,17.9,81.95,46.27,21.03,Fighting,Johto
157,Crystal_3600,Mahogany Town,Water,Totodile,3,26.9,28.5,35.9,267.5,2,1.1,464,47.6,4,1,5,1998,49,10,12,0,2,1,39,6,3,145.0,187.9,1,0,0,0,,33,54,21.5,72.83,6.7,86.58,Ice,Johto
158,Will_4647,Blackthorn City,Water,Totodile,1,66.9,78.6,61.9,218.3,1,15.0,248,86.0,2,1,2,802,16,7,5,1,5,0,26,9,1,150.2,150.7,7,0,0,0,,187,40,15.9,45.94,63.33,20.82,Dragon,Johto
159,Dario_7529,New Bark Town,Grass,Chikorita,3,25.5,29.9,81.6,152.1,2,0.0,237,63.8,2,1,2,967,27,6,11,0,2,0,23,6,0,203.6,206.1,4,0,0,0,,77,1,0.4,66.27,92.23,42.23,None,Johto
160,Falkner_2669,Blackthorn City,Fire,Cyndaquil,2,45.4,47.0,68.2,273.7,5,3.9,519,68.4,2,1,6,1166,54,14,14,0,1,0,55,4,2,200.0,247.4,5,0,0,0,,76,73,29.1,73.18,67.09,95.16,Dragon,Johto
161,Giovanni_7494,Ecruteak City,Water,Totodile,6,21.0,30.3,71.7,210.1,1,1.1,402,59.3,4,1,3,1686,37,9,9,0,3,0,36,5,1,147.2,172.1,3,0,0,0,,84,53,21.1,54.03,64.49,60.73,Ghost,Johto
162,AJ_2580,Mahogany Town,Water,Totodile,1,50.7,54.5,44.6,261.1,5,8.9,342,57.2,2,1,7,1365,43,6,6,0,0,1,40,6,2,146.6,156.2,6,0,0,0,,173,45,17.9,77.08,36.07,66.87,Ice,Johto
163,Jessie_3876,Azalea Town,Fire,Cyndaquil,5,18.0,23.0,65.9,205.8,2,1.3,163,57.0,3,1,4,1338,28,11,4,0,4,0,10,5,0,168.0,181.2,1,0,0,0,,81,24,9.6,78.71,33.28,23.44,Bug,Johto
164,Will_9577,Azalea Town,Water,Totodile,6,35.4,44.1,93.9,180.9,6,7.3,292,83.1,2,1,3,1140,36,4,4,0,1,0,37,8,1,144.1,156.2,7,0,0,0,,144,31,12.4,49.32,90.87,36.32,Bug,Johto
165,Lorelei_3035,Mahogany Town,Fire,Cyndaquil,6,30.9,56.0,68.3,216.3,2,3.5,441,70.2,3,1,1,1268,51,7,10,0,2,1,34,5,3,155.2,161.9,5,0,0,0,,48,47,18.7,35.69,97.01,86.44,Ice,Johto
166,Lara_6465,Blackthorn City,Fire,Cyndaquil,1,22.5,24.5,69.5,145.0,6,0.6,10,65.8,2,1,2,1119,13,0,11,0,0,0,9,8,1,163.0,170.6,4,0,0,0,,115,10,4.0,49.97,80.16,9.37,Dragon,Johto
167,Janine_7419,Cherrygrove City,Grass,Chikorita,1,25.5,44.9,78.8,132.4,2,0.2,334,52.6,1,0,2,712,34,8,2,0,1,0,40,4,0,185.7,219.7,2,0,0,0,,70,40,15.9,61.94,67.64,57.09,None,Johto
168,Koga_4956,Ecruteak City,Fire,Cyndaquil,6,22.8,28.0,70.0,147.7,1,0.4,186,69.9,4,0,8,1475,23,8,7,1,1,0,23,6,0,179.4,186.6,4,0,0,0,,64,45,17.9,100.0,50.12,36.7,Ghost,Johto
169,Bugsy_1528,Violet City,Water,Totodile,4,52.7,65.6,73.2,249.3,1,10.8,483,67.4,1,1,6,965,38,15,12,0,2,0,42,4,0,174.5,252.5,5,0,0,0,,136,56,22.3,32.33,88.92,65.15,Flying,Johto
170,Lance_6751,New Bark Town,Water,Totodile,6,46.3,47.5,40.4,124.0,1,8.3,183,46.1,3,0,0,2154,17,5,7,0,1,1,18,5,2,142.7,166.2,3,0,0,0,,115,18,7.2,54.37,4.33,14.27,None,Johto
171,Ash_2951,Mahogany Town,Grass,Chikorita,5,15.4,20.6,60.3,144.5,1,1.4,187,42.2,2,0,6,748,36,3,3,0,1,0,18,7,3,159.5,171.1,1,0,0,0,,90,31,12.4,65.56,38.61,32.29,Ice,Johto
172,Brock_1496,Azalea Town,Fire,Cyndaquil,6,21.8,28.8,62.8,220.1,6,1.8,313,40.1,4,1,5,1563,34,2,4,0,2,0,26,8,2,136.2,136.6,3,0,0,0,,80,40,15.9,65.32,23.21,58.85,Bug,Johto
173,Giselle_1876,Ecruteak City,Grass,Chikorita,6,35.0,43.1,81.8,163.6,2,4.9,525,54.4,3,0,3,1981,53,9,13,1,2,0,47,4,1,147.8,150.3,4,0,0,0,,132,72,28.7,32.08,66.11,97.0,Ghost,Johto
174,Surge_2302,Azalea Town,Grass,Chikorita,6,25.7,36.6,66.1,290.7,4,3.7,379,75.1,4,1,0,2222,42,10,9,1,1,1,33,6,3,204.9,229.6,6,0,0,0,,146,40,15.9,92.34,63.5,63.49,Bug,Johto
175,Erika_9030,Goldenrod City,Water,Totodile,3,51.1,51.1,70.8,182.6,2,15.0,279,52.3,3,1,1,930,27,4,13,0,6,1,30,5,5,139.2,146.2,5,0,0,0,,175,40,15.9,20.07,50.06,18.13,Normal,Johto
176,Silver_3353,Violet City,Fire,Cyndaquil,3,43.7,52.6,70.5,158.2,1,6.7,379,73.1,4,0,4,1745,44,9,13,0,5,0,39,8,3,156.5,166.4,6,0,0,0,,97,37,14.7,95.12,19.96,59.84,Flying,Johto
177,Bill_1739,New Bark Town,Grass,Chikorita,5,32.0,39.2,57.7,250.4,1,1.8,485,48.7,3,1,3,1856,50,16,4,0,1,0,57,4,1,175.2,215.9,3,0,0,0,,86,51,20.3,62.39,20.52,73.17,None,Johto
178,Ash_8112,Ecruteak City,Fire,Cyndaquil,5,24.7,24.8,49.5,136.0,1,2.3,192,42.1,3,0,2,1206,20,6,3,1,1,1,17,5,2,170.5,186.4,2,0,0,0,,132,15,6.0,20.38,18.32,28.8,Ghost,Johto
179,Lorelei_5975,Ecruteak City,Fire,Cyndaquil,4,25.8,35.1,47.7,176.1,6,0.6,104,50.6,3,1,5,1017,21,1,3,1,1,2,12,7,1,186.4,196.5,4,0,0,0,,18,27,10.8,65.3,15.42,7.59,Ghost,Johto
180,Joe_5993,New Bark Town,Grass,Chikorita,3,29.9,50.1,58.6,193.1,3,2.5,302,46.7,2,0,1,787,38,10,5,0,1,1,43,5,2,137.0,144.9,2,0,0,0,,100,39,15.5,35.78,32.77,47.0,None,Johto
181,Erika_5503,Cherrygrove City,Water,Totodile,4,29.2,35.2,73.6,238.5,5,1.5,446,56.5,1,1,4,871,49,11,12,0,2,1,41,5,3,184.6,208.8,4,0,0,0,,66,51,20.3,69.98,79.78,87.71,None,Johto
182,Lorelei_6206,New Bark Town,Fire,Cyndaquil,1,38.8,44.7,39.7,104.2,5,4.2,56,55.1,2,0,5,700,10,1,3,0,3,0,7,8,3,157.9,179.7,6,0,0,0,,74,32,12.7,94.75,8.04,14.47,None,Johto
183,Daisy_4664,Cianwood City,Fire,Cyndaquil,4,38.7,48.9,76.1,186.1,3,8.9,297,78.2,3,1,4,1665,32,8,9,0,2,1,28,10,1,176.8,202.1,6,0,0,0,,128,45,17.9,91.45,47.66,31.78,Fighting,Johto
184,Dario_8971,Violet City,Fire,Cyndaquil,3,54.2,64.4,36.4,185.7,1,11.4,468,66.8,3,0,5,1221,48,12,8,1,3,0,60,4,1,163.5,164.5,6,0,0,0,,174,55,21.9,44.63,29.43,68.58,Flying,Johto
185,Richie_6940,Cherrygrove City,Water,Totodile,5,38.2,41.3,57.4,141.2,1,5.4,301,57.2,3,0,2,1577,25,3,8,0,2,0,34,10,2,150.1,170.4,3,0,0,0,,62,60,23.9,40.45,42.4,45.42,None,Johto
186,Koji_6142,Cianwood City,Fire,Cyndaquil,5,28.4,54.5,43.0,111.7,3,4.0,173,52.1,3,0,3,1088,32,6,7,0,0,2,15,10,2,161.9,186.3,2,0,0,0,,97,34,13.5,68.6,19.69,25.88,Fighting,Johto
187,AJ_1909,Goldenrod City,Water,Totodile,4,33.6,37.7,74.7,194.5,4,3.0,172,55.0,4,1,5,1629,20,6,2,0,0,1,31,6,3,143.1,149.7,4,0,0,0,,76,35,13.9,39.88,91.48,17.04,Normal,Johto
188,Falkner_3905,New Bark Town,Grass,Chikorita,5,41.6,43.6,67.9,271.2,6,2.3,502,61.4,3,1,5,1323,54,8,5,1,2,1,55,6,1,170.3,172.7,5,0,0,0,,72,85,33.9,59.77,67.86,85.24,None,Johto
189,Bugsy_3923,Violet City,Fire,Cyndaquil,6,34.1,34.7,80.5,91.3,2,1.1,95,59.1,2,0,3,654,18,1,5,0,1,0,8,7,1,170.9,180.0,3,0,0,0,,103,21,8.4,63.15,69.87,27.94,Flying,Johto
190,AJ_1438,New Bark Town,Water,Totodile,2,29.8,37.6,54.6,265.9,3,0.1,491,61.8,3,1,6,1290,51,12,7,1,0,1,49,5,1,130.8,135.4,5,0,0,0,,88,67,26.7,56.9,36.79,90.15,None,Johto
191,Misty_2083,Ecruteak City,Grass,Chikorita,2,24.2,38.3,85.6,114.9,3,0.4,288,41.4,2,0,2,643,42,4,7,0,3,0,36,9,0,139.9,146.9,2,0,0,0,,39,52,20.7,31.87,66.14,49.9,Ghost,Johto
192,Lara_7757,Olivine City,Fire,Cyndaquil,6,42.6,52.6,56.2,254.6,6,5.1,526,49.4,3,1,3,1188,58,16,9,0,1,0,44,6,0,191.6,199.3,4,0,0,0,,79,65,25.9,54.92,46.96,99.12,Steel,Johto
193,Lance_5353,Blackthorn City,Water,Totodile,5,55.7,56.1,71.8,126.1,3,10.7,272,92.7,2,0,4,989,36,12,7,1,3,0,33,10,0,162.2,196.1,7,0,0,0,,171,55,21.9,90.07,94.38,32.11,Dragon,Johto
194,Lara_3746,Ecruteak City,Water,Totodile,4,39.3,41.3,70.8,207.9,2,2.9,446,55.1,3,1,6,1423,41,10,4,0,0,2,39,7,0,175.1,175.9,4,0,0,0,,92,55,21.9,38.51,81.01,78.81,Ghost,Johto
195,Samurai_9885,Cherrygrove City,Fire,Cyndaquil,1,21.6,40.3,30.2,170.9,1,1.7,155,27.4,3,1,1,1439,17,2,6,0,3,0,17,3,2,144.4,183.6,1,0,0,0,,77,40,15.9,25.33,8.75,18.16,None,Johto
196,Tracey_8417,Blackthorn City,Fire,Cyndaquil,2,29.5,30.8,78.6,123.5,6,0.9,131,72.2,2,0,5,947,13,6,1,0,2,1,22,7,0,151.2,213.2,5,0,0,0,,30,31,12.4,100.0,68.19,19.43,Dragon,Johto
197,Clair_4305,Blackthorn City,Grass,Chikorita,6,38.8,53.3,60.9,192.2,3,3.4,349,74.5,2,1,5,503,38,11,7,1,2,0,33,6,3,164.4,174.1,6,0,0,0,,79,52,20.7,49.39,61.47,77.12,Dragon,Johto
198,Richie_1237,Mahogany Town,Fire,Cyndaquil,5,52.7,100.0,77.8,210.0,2,10.6,427,67.5,3,1,6,943,48,11,11,0,1,0,45,8,0,179.1,209.5,6,0,0,0,,125,61,24.3,53.62,66.24,75.13,Ice,Johto
199,Giselle_4693,Ecruteak City,Grass,Chikorita,6,61.9,67.0,55.4,197.1,2,13.2,422,63.7,3,1,8,1437,35,6,11,1,1,0,37,4,0,134.2,154.8,8,1,1,1,423.0,184,56,22.3,87.55,34.01,44.61,Ghost,Johto
200,Todd_4230,Cherrygrove City,Fire,Cyndaquil,6,44.2,49.7,43.7,224.7,2,8.7,440,67.6,2,1,6,1244,37,6,14,0,3,0,36,9,1,163.7,171.3,5,0,0,0,,125,73,29.1,86.35,38.18,82.56,None,Johto
201,Misty_8728,Violet City,Water,Totodile,5,62.5,65.0,45.9,205.4,2,11.3,470,65.9,4,1,5,1900,47,8,12,0,3,0,45,4,4,146.9,147.0,6,0,0,0,,171,60,23.9,64.22,42.22,74.54,Flying,Johto
202,Bugsy_1157,Azalea Town,Grass,Chikorita,2,26.0,35.2,78.4,89.2,4,0.6,202,61.7,4,0,1,1801,27,6,0,0,2,1,23,7,2,128.9,156.1,3,0,0,0,,122,25,10.0,22.11,65.74,24.33,Bug,Johto
203,Tracey_9342,Violet City,Grass,Chikorita,5,40.8,52.6,66.3,257.8,4,6.6,451,71.3,2,1,5,1079,49,14,10,1,2,1,34,6,2,158.4,173.1,7,0,0,0,,135,55,21.9,54.4,60.04,76.95,Flying,Johto
204,Jessie_2544,Blackthorn City,Water,Totodile,6,53.4,64.7,62.0,165.4,2,8.3,392,84.8,2,0,7,806,34,12,9,1,1,0,41,7,3,179.8,184.6,8,1,1,0,,150,54,21.5,100.0,45.58,54.86,Dragon,Johto
205,Janine_9798,Cherrygrove City,Fire,Cyndaquil,1,26.3,38.8,40.4,113.2,5,0.0,273,51.6,4,0,8,2026,31,8,4,0,1,0,30,6,1,165.7,172.1,3,0,0,0,,25,47,18.7,100.0,18.42,39.06,None,Johto
206,Bugsy_3970,Goldenrod City,Fire,Cyndaquil,2,37.4,45.7,35.6,160.9,1,3.2,179,44.4,2,1,4,1297,13,6,0,0,3,0,22,8,1,141.5,143.7,2,0,0,0,,70,28,11.2,40.17,10.86,17.25,Normal,Johto
207,Agatha_9753,Ecruteak City,Water,Totodile,5,20.1,21.2,82.0,108.9,1,2.4,56,70.4,2,0,4,1189,0,2,4,0,1,1,9,9,0,133.4,135.8,3,0,0,0,,98,36,14.3,81.05,94.42,8.47,Ghost,Johto
208,Giovanni_1318,Azalea Town,Fire,Cyndaquil,3,36.0,37.4,72.0,91.1,3,4.9,273,62.4,1,0,3,676,29,7,7,0,1,0,33,7,3,174.0,174.8,5,0,0,0,,142,39,15.5,50.65,88.32,44.6,Bug,Johto
209,Surge_8764,Cianwood City,Grass,Chikorita,4,32.2,32.8,93.9,230.7,1,3.6,222,60.0,2,1,3,1296,39,6,3,1,2,0,28,4,0,158.8,161.5,5,0,0,0,,63,28,11.2,45.69,88.18,33.78,Fighting,Johto
210,Samurai_5535,New Bark Town,Fire,Cyndaquil,3,31.5,47.2,75.3,177.4,2,4.3,361,66.2,1,0,1,462,35,10,9,0,3,0,31,5,2,180.3,184.9,4,0,0,0,,146,66,26.3,28.53,73.55,71.79,None,Johto
