battle_id,trainer_id,battle_type,attacker_level,attacker_type,defender_level,defender_type,type_advantage,weather,weather_multiplier,terrain,held_item,held_item_bonus,move_power,move_accuracy,move_hit,critical_hit,crit_multiplier,damage_dealt,strategy_score,turns,battle_won,exp_gained,pokemon_fainted,win_prob,attacker_hp_remaining_pct,defender_hp_remaining_pct,reward_money
7444,719,trainer,32,Ice,38,Electric,0.5,clear,1.0,cave,leftovers,1.05,90,87,1,0,1.0,23.3,56.2,2,1,205,0,0.4285,0.941,0.211,1858
7445,156,wild,32,Fighting,14,Flying,2.0,clear,1.0,cave,none,1.0,121,99,1,0,1.0,93.3,52.5,1,1,57,0,0.7682,0.915,0.372,814
7446,1656,trainer,56,Grass,62,Psychic,1.0,clear,1.0,grass,choice_band,1.3,73,97,1,0,1.0,53.0,25.1,2,0,14,1,0.474,0.154,0.608,88
7447,1451,trainer,24,Electric,15,Bug,1.0,sandstorm,1.0,water,none,1.0,105,83,1,0,1.0,34.0,49.5,4,1,28,0,0.5854,0.758,0.463,891
7448,1387,gym,23,Water,26,Electric,1.0,sandstorm,1.0,water,choice_band,1.3,108,91,1,0,1.0,34.4,47.3,4,1,280,0,0.5212,0.667,0.16,6502
7449,458,wild,41,Water,22,Poison,2.0,clear,1.0,grass,leftovers,1.05,57,77,1,0,1.0,64.1,57.8,4,1,84,0,0.7549,0.804,0.216,1079
7450,404,wild,35,Psychic,33,Fighting,1.0,rain,1.0,urban,focus_sash,1.0,73,95,1,0,1.0,28.7,45.6,5,1,144,1,0.5348,0.688,0.337,1796
7451,1014,trainer,20,Fighting,22,Dragon,1.0,clear,1.0,cave,none,1.0,80,100,1,1,1.5,36.5,66.3,3,1,84,0,0.5758,0.656,0.524,922
7452,978,trainer,37,Ice,51,Ground,1.0,clear,1.0,urban,focus_sash,1.0,69,90,1,0,1.0,32.6,60.1,6,0,0,0,0.496,0.219,0.509,0
7453,1048,wild,68,Ice,64,Grass,2.0,clear,1.0,mountain,berry,1.0,66,94,1,0,1.0,97.3,58.7,6,0,0,0,0.7311,0.153,0.713,139
7454,1433,wild,34,Fire,13,Fire,0.5,clear,1.0,mountain,none,1.0,99,88,1,0,1.0,19.4,49.4,3,1,49,0,0.541,0.838,0.046,659
7455,1641,gym,73,Ground,73,Bug,2.0,sun,1.0,cave,none,1.0,87,89,0,0,1.0,1.3,49.8,2,1,726,1,0.5869,0.809,0.694,18362
7456,718,wild,41,Ground,27,Fire,2.0,rain,1.0,mountain,none,1.0,76,90,0,0,1.0,0.0,57.1,8,0,0,0,0.6676,0.167,0.556,21
7457,380,elite_four,37,Psychic,50,Bug,1.0,rain,1.0,grass,choice_band,1.3,61,85,0,0,1.0,0.0,35.5,2,0,12,0,0.4001,0.147,0.894,23
7458,1157,gym,48,Fighting,48,Psychic,2.0,rain,1.0,cave,berry,1.0,82,73,1,0,1.0,92.6,62.4,5,1,477,0,0.7178,0.516,0.126,12151
7459,900,trainer,29,Flying,22,Fighting,1.0,sandstorm,1.0,grass,leftovers,1.05,68,79,1,0,1.0,25.5,67.1,3,0,20,0,0.6079,0.187,0.827,0
7460,446,wild,23,Fire,12,Water,1.0,sun,1.5,grass,choice_band,1.3,123,81,1,0,1.0,81.8,51.2,5,0,0,0,0.688,0.238,0.675,34
7461,1363,gym,41,Flying,37,Poison,2.0,clear,1.0,water,choice_band,1.3,70,95,1,0,1.0,83.7,60.4,5,0,0,1,0.7209,0.704,0.674,33
7462,1572,trainer,48,Flying,36,Dragon,1.0,clear,1.0,urban,choice_band,1.3,122,87,0,0,1.0,2.1,80.5,2,0,7,0,0.6354,0.207,0.863,65
7463,173,trainer,32,Normal,45,Poison,0.5,rain,1.0,cave,choice_band,1.3,103,75,0,0,1.0,0.0,49.2,6,0,0,0,0.351,0.31,0.603,0
7464,559,wild,58,Psychic,58,Flying,0.5,sandstorm,1.0,urban,focus_sash,1.0,85,98,1,0,1.0,22.9,40.3,3,0,8,1,0.4185,0.506,0.634,0
7465,1602,trainer,35,Grass,23,Psychic,1.0,sun,1.0,urban,leftovers,1.05,104,71,0,0,1.0,0.0,53.4,3,1,145,1,0.5681,0.939,0.349,1269
7466,1539,elite_four,32,Fire,50,Psychic,2.0,clear,1.0,mountain,none,1.0,63,84,1,0,1.0,45.1,37.1,5,1,753,0,0.5208,0.392,0.056,2622
7467,2000,trainer,41,Dragon,27,Water,1.0,rain,1.0,cave,focus_sash,1.0,60,88,0,0,1.0,0.0,83.9,2,1,127,0,0.65,0.942,0.214,1210
7468,1210,wild,31,Fire,19,Psychic,2.0,clear,1.0,cave,berry,1.0,50,93,1,0,1.0,42.8,74.2,4,1,94,0,0.7393,0.948,0.232,866
7469,359,trainer,42,Water,42,Poison,2.0,sandstorm,1.0,cave,none,1.0,72,89,1,0,1.0,70.8,48.7,5,0,5,0,0.6654,0.139,0.885,0
7470,1545,wild,15,Fighting,19,Water,1.0,rain,1.0,grass,leftovers,1.05,86,100,1,0,1.0,18.6,48.3,5,0,0,0,0.499,0.393,0.632,80
7471,657,gym,32,Electric,35,Water,1.0,clear,1.0,urban,none,1.0,90,94,1,0,1.0,30.2,38.5,4,1,347,0,0.494,0.828,0.056,8635
7472,1808,wild,45,Poison,42,Ground,2.0,rain,1.0,grass,none,1.0,89,74,1,0,1.0,100.0,76.6,3,1,213,0,0.7636,0.161,0.215,2083
7473,625,wild,47,Ice,33,Normal,0.5,hail,1.0,mountain,none,1.0,76,98,1,0,1.0,15.3,33.8,3,1,149,1,0.4621,0.806,0.17,1729
7474,1698,wild,62,Bug,38,Ground,0.5,rain,1.0,grass,none,1.0,77,79,1,0,1.0,30.1,74.6,2,1,187,0,0.6295,0.768,0.534,2069
7475,1946,wild,36,Ghost,20,Water,2.0,rain,1.0,cave,none,1.0,84,93,1,0,1.0,63.7,44.6,6,1,100,0,0.7173,0.575,0.314,791
7476,1510,wild,43,Water,21,Grass,1.0,rain,1.5,cave,leftovers,1.05,107,68,1,0,1.0,79.8,43.9,2,1,153,0,0.7167,0.57,0.432,1089
7477,950,wild,62,Ghost,41,Ghost,1.0,sandstorm,1.0,grass,berry,1.0,58,95,1,0,1.0,32.9,58.2,1,0,0,0,0.6607,0.133,0.971,96
7478,367,gym,50,Bug,55,Electric,1.0,rain,1.0,mountain,focus_sash,1.0,98,75,0,0,1.0,0.1,51.3,3,1,509,0,0.4784,0.915,0.714,13732
7479,965,wild,48,Water,19,Electric,1.0,clear,1.0,water,focus_sash,1.0,104,98,1,0,1.0,48.3,60.9,3,1,102,1,0.7172,0.852,0.336,956
7480,455,wild,72,Bug,49,Ground,0.5,rain,1.0,grass,berry,1.0,29,81,1,0,1.0,11.9,87.8,5,0,0,0,0.6344,0.227,0.848,0
7481,591,wild,42,Rock,28,Dragon,2.0,sun,1.0,cave,berry,1.0,97,100,1,0,1.0,90.8,44.0,4,1,122,0,0.7351,0.621,0.246,1433
7482,1064,wild,40,Bug,35,Normal,1.0,sun,1.0,cave,none,1.0,59,78,1,0,1.0,28.2,53.5,6,0,10,0,0.5686,0.175,0.528,0
7483,1989,trainer,37,Dragon,36,Fire,1.0,sun,1.0,cave,none,1.0,58,92,1,0,1.0,26.6,65.6,4,1,169,0,0.5766,0.642,0.264,1699
7484,413,trainer,40,Grass,32,Poison,1.0,clear,1.0,water,none,1.0,69,89,1,0,1.0,32.1,74.8,8,1,159,0,0.6384,0.834,0.237,1625
7485,1814,gym,39,Rock,55,Ground,1.0,clear,1.0,mountain,leftovers,1.05,88,88,1,0,1.0,41.1,61.1,1,1,526,0,0.4991,0.666,0.078,13658
7486,657,wild,30,Bug,28,Grass,1.0,sun,1.0,cave,berry,1.0,62,88,1,0,1.0,24.1,38.5,8,1,168,0,0.5114,0.674,0.102,1316
7487,411,wild,47,Fire,35,Dragon,1.0,sun,1.5,grass,none,1.0,87,89,1,0,1.0,65.9,62.5,3,1,140,1,0.6994,0.921,0.256,1832
7488,78,trainer,43,Fighting,47,Rock,0.5,rain,1.0,urban,none,1.0,77,100,1,1,1.5,24.9,49.4,3,1,240,1,0.4236,0.842,0.415,2240
7489,133,wild,35,Ground,35,Flying,1.0,clear,1.0,grass,choice_band,1.3,90,89,1,0,1.0,56.1,47.2,6,1,181,0,0.5628,0.589,0.33,1642
7490,24,gym,40,Ghost,42,Electric,2.0,sun,1.0,grass,none,1.0,80,73,1,0,1.0,64.7,51.9,4,1,417,0,0.6568,0.902,0.061,10681
7491,1107,gym,71,Water,76,Flying,1.0,clear,1.0,urban,berry,1.0,76,100,1,0,1.0,64.2,46.9,3,1,787,1,0.5474,0.485,0.204,18963
7492,512,trainer,58,Electric,62,Dragon,1.0,sun,1.0,mountain,focus_sash,1.0,89,90,1,0,1.0,53.3,49.1,3,1,297,0,0.5443,0.959,0.218,3042
7493,865,gym,31,Normal,35,Normal,2.0,clear,1.0,water,choice_band,1.3,102,81,1,0,1.0,84.1,45.3,7,1,362,1,0.6548,0.764,0.439,8708
7494,1605,gym,47,Ghost,55,Electric,2.0,clear,1.0,grass,focus_sash,1.0,92,81,1,1,1.5,132.5,33.4,7,1,571,0,0.6644,0.914,0.116,13869
7495,1888,trainer,22,Electric,17,Flying,0.5,sandstorm,1.0,water,berry,1.0,51,75,1,0,1.0,7.4,44.8,6,0,17,1,0.435,0.19,0.653,121
7496,424,wild,41,Rock,28,Fighting,1.0,sun,1.0,cave,none,1.0,90,82,1,0,1.0,36.7,35.1,5,0,4,1,0.5731,0.066,0.696,31
7497,386,trainer,37,Poison,50,Ice,0.5,clear,1.0,cave,focus_sash,1.0,88,80,1,0,1.0,10.1,56.3,7,0,16,0,0.3792,0.437,0.613,0
7498,132,gym,24,Rock,24,Normal,1.0,sun,1.0,grass,none,1.0,20,87,1,0,1.0,12.3,45.1,5,0,0,1,0.5031,0.23,0.857,255
7499,1783,wild,23,Grass,21,Flying,1.0,rain,1.0,grass,berry,1.0,65,93,1,0,1.0,14.5,38.0,2,1,132,0,0.4981,0.941,0.234,1158
7500,518,wild,53,Dragon,35,Electric,2.0,clear,1.0,cave,choice_band,1.3,89,97,1,0,1.0,146.8,52.8,3,0,36,0,0.8128,0.202,0.859,0
7501,322,wild,40,Water,42,Ghost,1.0,sandstorm,1.0,mountain,none,1.0,81,83,1,0,1.0,35.9,42.1,3,1,234,0,0.5151,0.743,0.055,2015
7502,787,trainer,33,Ghost,29,Bug,0.5,clear,1.0,mountain,none,1.0,67,89,1,0,1.0,19.9,64.1,3,1,137,1,0.4935,0.955,0.284,1415
7503,1482,gym,40,Rock,31,Fighting,1.0,rain,1.0,cave,focus_sash,1.0,116,73,0,0,1.0,0.0,46.4,3,1,329,1,0.5359,0.547,0.218,7666
7504,12,wild,41,Ghost,48,Dragon,2.0,clear,1.0,mountain,choice_band,1.3,107,72,1,0,1.0,119.5,40.6,3,1,236,0,0.6704,0.532,0.237,2599
7505,66,gym,20,Poison,20,Ice,0.5,clear,1.0,water,berry,1.0,65,76,1,0,1.0,1.5,58.6,5,0,22,0,0.4371,0.203,0.27,34
7506,837,gym,39,Ice,53,Grass,2.0,sandstorm,1.0,cave,berry,1.0,55,84,1,0,1.0,57.2,57.7,4,1,557,0,0.6058,0.76,0.207,13275
7507,981,trainer,47,Rock,60,Ground,1.0,rain,1.0,water,none,1.0,94,77,1,0,1.0,44.5,60.9,7,0,0,0,0.5179,0.041,0.906,0
7508,670,wild,41,Grass,25,Water,2.0,clear,1.0,water,focus_sash,1.0,82,92,1,0,1.0,78.0,75.5,1,1,139,0,0.7878,0.851,0.503,1350
7509,565,wild,83,Dragon,57,Poison,2.0,clear,1.0,grass,focus_sash,1.0,90,87,1,0,1.0,164.6,64.8,8,1,289,1,0.8627,0.946,0.256,2824
7510,1455,wild,26,Rock,25,Psychic,1.0,sun,1.0,grass,none,1.0,62,92,0,0,1.0,0.0,23.0,4,0,6,1,0.4378,0.298,0.612,157
7511,1463,wild,27,Ice,18,Fighting,1.0,clear,1.0,urban,none,1.0,98,97,1,1,1.5,49.5,47.5,2,1,83,0,0.5993,0.703,0.251,888
7512,124,wild,57,Ghost,37,Poison,0.5,clear,1.0,water,none,1.0,97,86,1,0,1.0,24.3,60.6,4,1,189,0,0.5698,0.417,0.141,1881
7513,1761,trainer,31,Water,30,Dragon,1.0,rain,1.5,mountain,focus_sash,1.0,72,100,1,0,1.0,35.7,38.4,4,1,174,0,0.5579,0.866,0.056,1429
7514,1899,wild,46,Bug,24,Ice,1.0,sun,1.0,grass,berry,1.0,88,99,1,0,1.0,43.2,46.6,2,1,130,0,0.6507,0.904,0.372,1179
7515,790,trainer,49,Grass,51,Dragon,2.0,clear,1.0,grass,choice_band,1.3,60,88,1,0,1.0,73.5,41.4,7,1,218,0,0.6429,0.763,0.203,2576
7516,1344,wild,49,Ground,37,Psychic,1.0,hail,1.0,water,none,1.0,67,97,1,0,1.0,38.8,34.8,4,1,187,0,0.57,0.572,0.381,1804
7517,1609,gym,12,Flying,18,Water,1.0,clear,1.0,cave,berry,1.0,102,97,1,0,1.0,13.3,36.9,3,1,159,1,0.454,0.966,0.112,4399
7518,378,wild,47,Fire,34,Rock,0.5,clear,1.0,mountain,focus_sash,1.0,101,95,1,0,1.0,29.8,61.7,5,0,0,0,0.5447,0.216,0.458,180
7519,1694,wild,41,Poison,31,Fire,1.0,hail,1.0,mountain,leftovers,1.05,88,89,1,0,1.0,42.9,55.0,7,1,174,0,0.6141,0.516,0.285,1380
7520,637,wild,52,Water,42,Rock,0.5,sun,0.5,mountain,none,1.0,47,100,1,0,1.0,13.5,53.2,5,0,0,1,0.4509,0.231,0.893,0
7521,1114,trainer,23,Normal,26,Electric,2.0,clear,1.0,cave,none,1.0,82,96,1,0,1.0,55.3,65.3,2,0,0,1,0.6717,0.334,0.821,37
7522,272,wild,61,Electric,44,Fire,2.0,clear,1.0,grass,none,1.0,84,88,1,0,1.0,102.6,37.0,2,1,195,0,0.7445,0.503,0.368,2219
7523,732,wild,43,Fighting,31,Fire,1.0,clear,1.0,mountain,choice_band,1.3,61,86,1,0,1.0,45.9,32.4,1,1,127,1,0.5729,0.691,0.113,1633
7524,341,trainer,73,Water,71,Electric,1.0,rain,1.5,water,choice_band,1.3,88,93,1,0,1.0,142.6,58.2,4,0,0,1,0.7281,0.357,0.496,195
7525,11,wild,38,Psychic,21,Normal,0.5,clear,1.0,water,none,1.0,87,100,1,0,1.0,13.1,62.1,7,1,86,0,0.5449,0.64,0.245,1074
7526,1993,wild,33,Ghost,26,Psychic,1.0,hail,1.0,cave,none,1.0,74,71,1,0,1.0,32.8,75.1,6,1,98,0,0.6353,0.815,0.458,1320
7527,838,wild,31,Psychic,9,Flying,0.5,clear,1.0,water,berry,1.0,104,81,1,0,1.0,19.8,40.2,4,1,56,0,0.5236,0.643,0.05,455
7528,326,trainer,43,Ghost,34,Ghost,1.0,sun,1.0,mountain,berry,1.0,93,100,1,0,1.0,49.2,65.1,4,1,165,0,0.6404,0.64,0.113,1597
7529,978,wild,34,Ground,17,Rock,0.5,rain,1.0,water,choice_band,1.3,85,74,1,0,1.0,14.5,60.1,1,0,24,0,0.5416,0.189,0.627,132
7530,257,wild,25,Ground,19,Bug,2.0,clear,1.0,grass,choice_band,1.3,32,100,1,1,1.5,37.6,46.6,1,1,94,0,0.6503,0.695,0.256,963
7531,879,wild,29,Fire,30,Fire,0.5,clear,1.0,urban,none,1.0,20,93,1,0,1.0,7.3,59.9,4,0,0,0,0.4425,0.283,0.7,0
7532,1587,gym,32,Normal,31,Psychic,1.0,clear,1.0,cave,leftovers,1.05,46,100,1,0,1.0,17.3,36.3,6,1,311,0,0.4924,0.807,0.156,7847
7533,983,trainer,39,Ghost,32,Rock,1.0,sandstorm,1.0,urban,focus_sash,1.0,41,84,0,0,1.0,0.0,82.0,1,0,15,0,0.613,0.285,0.645,0
7534,1612,trainer,38,Bug,43,Ice,1.0,sandstorm,1.0,grass,focus_sash,1.0,73,100,1,0,1.0,28.7,26.2,1,1,222,0,0.4515,0.864,0.335,2216
7535,1794,wild,25,Electric,11,Poison,0.5,hail,1.0,mountain,none,1.0,50,91,1,0,1.0,11.9,50.1,2,1,35,0,0.4985,0.544,0.816,473
7536,1642,trainer,71,Water,69,Bug,1.0,clear,1.0,urban,none,1.0,68,92,1,0,1.0,41.6,37.9,5,0,0,0,0.5317,0.458,0.563,37
7537,974,trainer,32,Fighting,19,Ground,0.5,sun,1.0,grass,none,1.0,87,100,1,0,1.0,9.1,59.0,7,0,0,0,0.5122,0.103,0.52,19
7538,777,trainer,37,Dragon,37,Grass,1.0,rain,1.0,grass,berry,1.0,41,85,1,1,1.5,27.5,48.7,4,0,13,0,0.5311,0.293,0.222,0
7539,427,wild,37,Water,15,Normal,1.0,clear,1.0,grass,choice_band,1.3,49,100,1,0,1.0,22.9,37.3,7,1,78,1,0.6053,0.42,0.577,905
7540,1594,elite_four,51,Fighting,56,Poison,1.0,rain,1.0,urban,none,1.0,81,89,1,0,1.0,47.9,81.3,5,0,7,0,0.6112,0.083,0.951,0
7541,721,wild,42,Grass,23,Normal,0.5,sun,1.0,cave,none,1.0,74,91,1,0,1.0,13.3,56.5,1,0,0,1,0.5411,0.291,0.733,0
7542,1015,gym,25,Grass,18,Rock,1.0,clear,1.0,urban,focus_sash,1.0,56,100,1,0,1.0,18.3,76.2,5,0,0,0,0.6209,0.418,0.549,0
7543,1674,gym,37,Poison,37,Ice,0.5,sun,1.0,mountain,berry,1.0,76,81,1,0,1.0,19.8,47.6,2,0,0,0,0.4325,0.323,0.781,0
7544,1754,wild,27,Bug,20,Normal,1.0,clear,1.0,urban,none,1.0,68,96,1,0,1.0,26.7,20.5,6,0,0,1,0.4946,0.611,0.768,0
7545,1285,gym,37,Ground,41,Ground,0.5,clear,1.0,water,berry,1.0,86,96,1,0,1.0,18.6,46.1,5,0,0,0,0.4079,0.429,0.702,0
7546,40,wild,32,Ice,28,Ghost,2.0,rain,1.0,cave,none,1.0,55,77,1,0,1.0,42.1,48.9,5,1,126,1,0.6516,0.798,0.413,1453
7547,132,trainer,27,Fighting,30,Grass,1.0,clear,1.0,cave,none,1.0,82,75,1,1,1.5,30.6,45.1,2,1,137,0,0.511,0.561,0.505,1515
7548,1064,wild,39,Fire,36,Ghost,1.0,clear,1.0,water,focus_sash,1.0,96,91,1,1,1.5,64.3,53.5,4,1,190,1,0.6026,0.552,0.111,1608
7549,194,wild,48,Electric,38,Electric,1.0,rain,1.0,grass,none,1.0,77,92,1,0,1.0,39.6,40.4,4,0,0,1,0.5749,0.069,0.806,128
7550,1770,wild,38,Flying,29,Ice,1.0,clear,1.0,water,leftovers,1.05,67,76,1,0,1.0,31.6,82.3,9,1,157,0,0.6595,0.805,0.385,1432
7551,413,trainer,36,Ground,45,Rock,0.5,rain,1.0,water,berry,1.0,54,96,1,1,1.5,15.2,74.8,7,1,212,0,0.4495,0.765,0.081,2254
7552,498,gym,45,Normal,52,Water,1.0,sandstorm,1.0,mountain,none,1.0,80,98,1,0,1.0,31.5,54.2,3,0,0,0,0.5149,0.249,0.941,52
7553,751,trainer,53,Normal,61,Electric,2.0,clear,1.0,urban,none,1.0,64,88,1,1,1.5,127.3,75.1,2,1,338,0,0.7454,0.866,0.357,3089
7554,1154,wild,35,Ground,27,Grass,1.0,clear,1.0,mountain,none,1.0,100,90,1,0,1.0,40.9,39.7,5,0,10,0,0.565,0.392,0.706,0
7555,141,wild,73,Ice,47,Dragon,2.0,sun,1.0,cave,leftovers,1.05,62,80,1,0,1.0,93.5,49.2,5,1,229,0,0.7902,0.436,0.684,2403
7556,528,trainer,19,Normal,21,Rock,1.0,clear,1.0,grass,leftovers,1.05,85,92,1,0,1.0,25.2,38.7,6,1,94,0,0.4933,0.658,0.151,1074
7557,30,trainer,22,Rock,20,Flying,1.0,rain,1.0,water,none,1.0,66,90,1,0,1.0,14.8,44.4,4,1,109,0,0.5145,0.706,0.132,1021
7558,1393,wild,48,Poison,40,Ice,0.5,sun,1.0,grass,berry,1.0,50,79,1,0,1.0,20.9,69.7,2,0,18,0,0.5287,0.33,0.649,0
7559,1926,wild,34,Water,25,Ice,1.0,clear,1.0,cave,none,1.0,84,94,1,0,1.0,36.4,44.9,3,0,5,0,0.5771,0.407,0.342,32
7560,1438,wild,69,Ground,36,Bug,2.0,clear,1.0,mountain,none,1.0,62,91,1,0,1.0,101.0,67.8,10,1,165,0,0.8442,0.798,0.338,1990
7561,1270,wild,25,Bug,19,Flying,1.0,clear,1.0,urban,none,1.0,93,91,1,0,1.0,29.3,61.5,3,1,118,0,0.5942,0.509,0.45,986
7562,1759,wild,56,Ghost,39,Ground,1.0,rain,1.0,cave,focus_sash,1.0,66,87,1,1,1.5,54.5,55.7,4,0,22,1,0.6614,0.319,0.523,0
7563,1447,wild,62,Psychic,49,Fire,1.0,rain,1.0,urban,none,1.0,86,87,1,0,1.0,67.5,59.7,4,0,1,0,0.667,0.274,0.453,260
7564,613,wild,40,Electric,26,Normal,2.0,clear,1.0,grass,none,1.0,74,84,1,0,1.0,62.8,48.9,1,1,124,0,0.717,0.663,0.329,1283
7565,1630,trainer,25,Electric,11,Normal,2.0,sandstorm,1.0,grass,berry,1.0,81,100,1,0,1.0,49.3,34.8,5,0,0,0,0.6728,0.262,0.53,0
7566,751,trainer,55,Flying,54,Normal,1.0,clear,1.0,grass,focus_sash,1.0,50,100,1,1,1.5,43.2,75.1,2,1,288,0,0.6194,0.603,0.521,2580
7567,241,wild,38,Ground,25,Ice,0.5,clear,1.0,cave,choice_band,1.3,90,100,1,0,1.0,23.5,28.6,1,0,10,0,0.4544,0.313,0.722,0
7568,1467,wild,39,Water,24,Fighting,1.0,clear,1.0,urban,none,1.0,56,84,1,0,1.0,31.6,82.6,4,0,60,0,0.6865,0.181,0.759,0
7569,1239,elite_four,55,Flying,62,Ice,1.0,clear,1.0,cave,leftovers,1.05,104,85,1,0,1.0,58.2,48.4,10,0,0,0,0.5337,0.184,0.808,0
7570,928,wild,69,Fire,52,Ice,0.5,clear,1.0,grass,choice_band,1.3,107,81,1,0,1.0,50.6,51.4,2,1,252,1,0.5647,0.897,0.256,2649
7571,966,gym,22,Fighting,35,Ghost,2.0,rain,1.0,grass,focus_sash,1.0,55,100,1,0,1.0,26.5,17.4,8,1,359,0,0.4733,0.588,0.15,8797
7572,1641,wild,76,Poison,45,Psychic,1.0,clear,1.0,cave,none,1.0,82,82,1,0,1.0,70.5,49.8,2,0,21,0,0.7252,0.052,0.924,132
7573,769,trainer,35,Ghost,31,Ice,1.0,clear,1.0,grass,leftovers,1.05,58,84,1,0,1.0,31.3,78.0,3,1,146,0,0.6263,0.526,0.103,1487
7574,95,gym,26,Ghost,25,Normal,1.0,clear,1.0,urban,none,1.0,84,100,1,0,1.0,21.7,43.6,5,0,19,0,0.5161,0.402,0.797,0
7575,512,elite_four,51,Psychic,61,Electric,2.0,clear,1.0,mountain,none,1.0,111,97,1,0,1.0,120.5,49.1,4,0,0,0,0.677,0.362,0.546,0
7576,534,wild,38,Water,24,Ground,1.0,clear,1.0,grass,none,1.0,76,74,1,0,1.0,27.3,41.6,3,0,38,0,0.5824,0.557,0.721,0
7577,1719,wild,45,Flying,15,Water,1.0,clear,1.0,water,none,1.0,98,79,1,1,1.5,72.6,50.7,8,1,83,0,0.7251,0.636,0.245,850
7578,1220,trainer,56,Ice,52,Rock,1.0,clear,1.0,grass,choice_band,1.3,71,86,0,0,1.0,3.4,54.5,3,1,267,0,0.5354,0.749,0.724,2544
7579,370,wild,40,Grass,24,Normal,0.5,clear,1.0,cave,leftovers,1.05,95,78,1,0,1.0,22.2,50.2,5,0,43,0,0.5216,0.033,0.563,0
7580,982,trainer,50,Fire,37,Fighting,1.0,clear,1.0,urban,berry,1.0,95,100,1,0,1.0,49.7,50.4,1,0,14,0,0.6254,0.381,0.724,37
7581,188,wild,31,Water,22,Ground,1.0,clear,1.0,grass,choice_band,1.3,81,93,1,0,1.0,47.4,55.6,3,0,0,1,0.6161,0.192,0.608,18
7582,1570,wild,36,Water,7,Dragon,1.0,rain,1.5,cave,choice_band,1.3,70,81,1,0,1.0,62.1,70.5,6,1,28,0,0.7765,0.882,0.166,261
7583,1879,wild,69,Electric,46,Dragon,1.0,clear,1.0,cave,none,1.0,67,87,1,0,1.0,42.9,49.2,1,1,221,0,0.6607,0.483,0.464,2178
7584,217,wild,11,Fighting,11,Ghost,2.0,sun,1.0,mountain,none,1.0,92,99,1,1,1.5,37.4,24.9,3,1,50,0,0.5702,0.44,0.027,691
7585,1062,trainer,26,Water,30,Poison,2.0,clear,1.0,cave,none,1.0,70,89,1,0,1.0,42.6,51.9,4,0,0,0,0.6221,0.424,0.877,12
7586,64,trainer,40,Flying,40,Ice,1.0,clear,1.0,grass,none,1.0,106,100,1,1,1.5,71.4,60.2,3,0,11,0,0.6128,0.285,0.77,0
7587,552,wild,56,Fighting,52,Water,1.0,clear,1.0,mountain,none,1.0,58,100,1,0,1.0,38.9,70.6,2,1,264,1,0.6179,0.822,0.101,2587
7588,1235,trainer,44,Ice,37,Ice,2.0,sun,1.0,cave,none,1.0,90,97,1,0,1.0,80.6,54.0,3,1,165,0,0.717,0.718,0.404,1822
7589,620,wild,46,Rock,28,Ground,1.0,sun,1.0,urban,leftovers,1.05,87,84,1,0,1.0,47.7,77.9,1,1,133,0,0.7063,0.261,0.232,1290
7590,314,wild,36,Normal,14,Poison,0.5,hail,1.0,urban,none,1.0,96,89,1,0,1.0,12.2,47.1,5,1,129,0,0.5313,0.738,0.353,838
7591,230,elite_four,30,Flying,50,Ice,1.0,rain,1.0,cave,focus_sash,1.0,28,91,1,0,1.0,14.3,60.7,2,1,779,0,0.4449,0.59,0.062,2455
7592,485,trainer,52,Fighting,41,Poison,1.0,rain,1.0,water,berry,1.0,54,96,1,0,1.0,36.9,51.5,4,1,144,1,0.6034,0.711,0.123,2038
7593,104,elite_four,38,Fire,50,Flying,0.5,clear,1.0,grass,none,1.0,72,88,1,0,1.0,7.7,43.5,4,0,3,1,0.3514,0.475,0.831,10
7594,1869,trainer,35,Normal,40,Dragon,0.5,clear,1.0,grass,none,1.0,41,92,1,0,1.0,21.5,56.4,5,1,190,1,0.4317,0.937,0.449,1943
7595,255,trainer,39,Flying,44,Ice,1.0,rain,1.0,urban,leftovers,1.05,72,74,1,0,1.0,42.8,72.2,3,0,0,0,0.5832,0.289,0.909,32
7596,469,trainer,45,Poison,35,Bug,2.0,clear,1.0,urban,leftovers,1.05,41,84,1,0,1.0,47.3,42.4,4,1,164,0,0.6698,0.578,0.346,1585
7597,1419,wild,35,Electric,8,Ground,0.5,sandstorm,1.0,grass,leftovers,1.05,66,87,1,0,1.0,16.5,53.6,3,0,14,1,0.5774,0.189,0.801,0
7598,339,elite_four,44,Ghost,53,Flying,1.0,sun,1.0,grass,none,1.0,71,98,1,0,1.0,38.1,60.4,5,1,805,0,0.5286,0.856,0.25,2880
7599,1263,wild,74,Bug,50,Bug,0.5,clear,1.0,grass,choice_band,1.3,58,90,0,0,1.0,6.4,56.3,3,1,281,1,0.5569,0.453,0.485,2428
7600,961,wild,42,Water,30,Water,1.0,sun,0.5,cave,focus_sash,1.0,74,82,1,0,1.0,10.7,66.4,3,0,8,0,0.5763,0.505,0.788,23
7601,1682,wild,39,Dragon,35,Ice,1.0,rain,1.0,grass,leftovers,1.05,88,81,1,0,1.0,42.6,52.5,4,1,171,0,0.5788,0.741,0.416,1752
7602,1066,trainer,57,Flying,52,Fire,1.0,rain,1.0,cave,none,1.0,87,94,1,0,1.0,55.5,56.8,7,1,259,1,0.6096,0.654,0.178,2510
7603,112,wild,37,Bug,26,Ghost,1.0,clear,1.0,cave,none,1.0,57,79,0,0,1.0,0.0,83.3,3,1,122,0,0.6348,0.617,0.274,1289
