pokemon_id,happiness_score,above_threshold,trainer_pressed_b,evolved,pokemon_level,friendship_days,trainer_skill,pokemon_species,battle_performance_post,battle_performance_itt,y0,y1
338,192.6,0,0,0,38,34,50.0,Pichu,77.1,78.8,66.9,86.2
339,261.7,1,0,1,17,98,35.2,Golbat,85.2,87.9,81.9,80.5
340,242.7,1,0,1,32,66,25.9,Togepi,86.5,95.4,76.1,98.3
341,212.9,0,0,0,26,46,59.4,Chansey,76.2,81.2,81.2,97.2
342,180.0,0,0,0,35,46,27.7,Pichu,66.3,66.1,70.6,84.5
343,280.0,1,0,1,28,100,39.2,Togepi,102.9,94.8,88.2,91.6
344,185.4,0,0,0,22,42,54.2,Golbat,64.9,69.0,68.7,76.4
345,204.2,0,0,0,27,55,62.2,Chansey,61.7,74.3,74.0,88.4
346,191.4,0,0,0,34,33,26.7,Golbat,74.0,74.8,70.3,82.3
347,220.3,1,0,1,41,58,39.6,Chansey,99.7,95.6,74.9,94.6
348,237.0,1,1,0,28,67,51.9,Golbat,66.9,87.5,71.2,87.6
349,212.1,0,0,0,31,82,37.9,Pichu,77.1,71.2,72.5,87.2
350,207.2,0,0,0,36,54,24.1,Togepi,75.3,68.8,70.0,81.7
351,242.7,1,0,1,37,50,77.7,Eevee,101.0,94.4,80.6,103.1
352,208.1,0,0,0,26,56,34.4,Pichu,66.9,76.2,72.3,83.0
353,213.6,0,0,0,28,55,85.6,Togepi,76.4,81.7,75.6,92.2
354,204.3,0,0,0,27,56,78.1,Golbat,88.5,76.7,83.8,84.0
355,199.3,0,0,0,14,62,62.6,Togepi,63.1,65.7,75.0,76.8
356,187.8,0,0,0,33,39,52.5,Golbat,76.0,80.0,73.3,79.0
357,231.5,1,0,1,26,64,48.7,Golbat,95.4,86.7,69.5,92.8
358,215.1,0,0,0,47,51,47.9,Pichu,85.6,89.5,84.8,89.4
359,205.4,0,0,0,30,68,78.8,Chansey,84.5,78.7,76.2,103.8
360,242.1,1,0,1,18,83,50.7,Pichu,85.2,90.1,78.2,88.1
361,221.1,1,0,1,36,79,76.3,Chansey,95.4,94.9,77.7,96.2
362,242.8,1,0,1,25,80,55.0,Chansey,90.8,92.5,79.3,93.2
363,199.9,0,0,0,25,32,64.1,Golbat,80.8,75.3,72.4,91.8
364,232.5,1,1,0,27,72,4.0,Golbat,76.5,78.9,81.3,90.2
365,225.5,1,0,1,29,83,57.1,Golbat,94.0,91.3,74.4,86.0
366,233.0,1,0,1,32,58,48.8,Eevee,97.2,87.6,88.0,97.8
367,193.1,0,0,0,36,57,31.3,Pichu,65.0,69.0,72.2,78.6
368,240.4,1,0,1,31,68,33.9,Golbat,95.4,90.0,74.2,96.2
369,231.5,1,0,1,25,79,72.6,Golbat,94.4,88.9,81.4,88.4
370,209.6,0,0,0,44,50,49.6,Togepi,86.2,78.6,78.2,97.5
371,213.4,0,0,0,14,73,65.4,Golbat,60.8,68.8,75.0,81.1
372,225.8,1,0,1,51,51,39.3,Chansey,95.6,90.9,83.7,87.2
373,202.6,0,0,0,36,51,48.4,Eevee,86.6,70.0,78.9,93.8
374,236.7,1,0,1,14,74,43.5,Pichu,92.2,77.6,70.5,85.0
375,216.3,0,0,0,34,59,47.8,Chansey,80.1,71.1,90.4,95.2
376,260.9,1,0,1,37,84,64.4,Chansey,96.3,93.7,82.4,93.7
377,230.7,1,0,1,23,79,54.0,Golbat,87.5,83.2,76.4,86.5
378,174.9,0,0,0,33,29,81.2,Togepi,75.7,76.4,75.4,81.8
379,262.1,1,0,1,44,55,48.8,Chansey,96.1,100.6,92.8,96.2
380,203.4,0,0,0,32,44,57.1,Pichu,75.8,77.8,69.5,86.9
381,272.5,1,0,1,13,85,28.2,Golbat,93.0,83.7,85.0,98.7
382,170.6,0,0,0,54,38,44.6,Pichu,87.8,75.9,63.6,84.3
383,238.6,1,0,1,34,84,56.1,Eevee,89.6,89.6,80.1,90.7
384,280.0,1,0,1,23,72,45.8,Togepi,93.8,87.9,79.9,94.2
385,207.2,0,0,0,32,63,53.4,Chansey,79.7,72.2,79.7,89.4
386,165.9,0,0,0,37,26,32.6,Togepi,73.0,66.0,67.0,83.6
387,213.9,0,0,0,14,60,34.2,Chansey,66.3,68.8,65.6,83.2
388,247.6,1,0,1,33,83,64.5,Togepi,102.9,93.3,82.9,97.7
389,233.0,1,0,1,24,75,84.6,Chansey,93.2,92.0,98.5,96.7
390,216.0,0,0,0,27,38,41.4,Golbat,75.1,74.1,84.2,86.6
391,220.4,1,0,1,22,61,38.6,Eevee,79.4,85.6,75.4,88.1
392,236.1,1,0,1,30,78,45.7,Eevee,98.7,95.9,77.6,90.0
393,193.2,0,0,0,41,40,59.3,Chansey,68.1,73.1,77.7,93.4
394,222.9,1,0,1,28,52,37.8,Togepi,85.7,88.4,75.0,84.7
395,196.2,0,0,0,14,52,77.5,Chansey,62.6,64.4,57.7,82.9
396,261.6,1,0,1,29,86,60.6,Togepi,91.3,93.5,83.7,97.2
397,280.0,1,0,1,21,74,10.5,Eevee,85.2,89.9,77.6,91.3
398,220.5,1,0,1,21,62,68.1,Chansey,88.1,92.8,76.7,91.3
399,216.3,0,0,0,35,54,42.9,Eevee,76.5,74.3,81.3,98.0
400,210.2,0,0,0,26,49,79.4,Pichu,76.9,72.5,88.7,88.3
401,244.0,1,0,1,44,80,60.4,Golbat,98.5,100.4,94.0,94.6
402,233.5,1,0,1,29,68,65.0,Golbat,91.5,88.8,84.7,97.7
403,194.9,0,0,0,15,42,65.0,Chansey,66.8,68.4,65.7,84.1
404,179.6,0,0,0,19,35,36.7,Eevee,65.3,68.7,73.2,82.2
405,211.2,0,0,0,39,54,41.6,Togepi,78.0,73.1,74.1,92.6
406,185.6,0,0,0,34,34,49.9,Togepi,75.5,64.2,79.5,86.8
407,250.8,1,0,1,25,84,42.5,Chansey,82.1,84.8,82.4,97.5
408,220.9,1,0,1,36,60,63.9,Chansey,102.3,85.4,84.5,95.7
409,213.2,0,0,0,25,59,28.0,Eevee,67.9,65.7,81.8,84.9
410,208.7,0,0,0,32,63,46.5,Eevee,87.6,72.8,82.0,90.8
411,189.8,0,0,0,16,23,51.4,Togepi,63.8,72.2,71.4,81.6
412,216.7,0,0,0,33,66,44.6,Golbat,73.3,76.2,77.9,86.7
413,196.6,0,0,0,25,53,74.2,Togepi,75.4,68.7,77.6,80.1
414,186.1,0,0,0,31,45,41.6,Golbat,62.7,61.6,73.9,82.2
415,229.0,1,0,1,37,52,49.8,Golbat,97.4,90.2,81.4,96.5
416,216.0,0,0,0,10,61,65.5,Chansey,78.7,72.8,73.7,90.5
417,228.1,1,0,1,49,80,53.9,Eevee,106.9,100.2,83.9,96.0
418,211.0,0,0,0,39,71,64.5,Pichu,74.4,82.4,74.6,90.4
419,198.4,0,0,0,35,47,41.1,Chansey,71.3,69.8,73.6,87.3
420,219.5,0,0,0,18,42,34.6,Togepi,79.2,79.2,66.6,90.8
421,150.0,0,0,0,32,36,56.0,Pichu,66.2,69.8,65.9,77.4
422,232.1,1,0,1,17,64,45.5,Chansey,92.1,80.4,77.5,79.3
423,218.1,0,0,0,10,75,37.4,Chansey,86.4,66.7,72.1,81.2
424,236.9,1,0,1,53,56,21.2,Eevee,97.2,92.4,90.6,92.5
425,174.8,0,0,0,34,18,38.0,Togepi,78.2,68.5,74.0,89.2
426,216.0,0,0,0,24,55,35.5,Eevee,70.8,78.6,64.3,88.6
427,276.2,1,0,1,24,74,48.3,Golbat,101.9,91.8,78.3,104.1
428,232.9,1,0,1,31,82,60.1,Eevee,90.8,83.6,82.9,97.6
429,219.4,0,0,0,23,40,64.3,Eevee,82.1,76.0,71.3,95.2
430,279.1,1,0,1,31,86,42.3,Chansey,95.3,97.4,83.6,100.6
431,234.4,1,1,0,23,57,47.7,Eevee,81.6,85.3,71.0,88.4
432,237.3,1,0,1,31,89,23.6,Pichu,91.2,86.0,75.4,89.1
433,216.6,0,0,0,36,54,60.5,Chansey,70.8,75.7,81.1,87.9
434,264.9,1,0,1,16,79,43.1,Pichu,86.0,90.6,81.2,87.2
435,225.5,1,0,1,31,68,29.5,Pichu,87.6,79.6,73.5,90.2
436,234.4,1,0,1,16,63,52.2,Togepi,91.0,79.7,78.5,88.7
437,201.6,0,0,0,30,35,55.9,Chansey,82.1,76.6,72.4,85.7
438,181.0,0,0,0,23,52,29.0,Pichu,62.8,66.2,69.7,76.2
439,249.7,1,0,1,27,78,68.6,Togepi,92.7,86.6,83.4,91.4
440,203.8,0,0,0,34,61,54.1,Eevee,76.9,72.1,79.1,90.9
441,193.4,0,0,0,30,35,28.9,Pichu,65.7,84.0,67.4,75.3
442,181.5,0,0,0,36,34,28.5,Golbat,81.0,67.9,68.4,83.3
443,201.9,0,0,0,13,50,25.0,Pichu,69.4,67.9,65.3,72.0
444,158.1,0,0,0,25,42,66.0,Chansey,69.2,57.2,72.1,81.4
445,213.2,0,0,0,23,41,70.6,Pichu,78.1,78.8,77.3,88.1
446,223.6,1,0,1,29,60,60.5,Chansey,87.7,88.5,71.7,86.4
447,232.6,1,0,1,25,67,35.9,Chansey,86.3,89.7,70.9,90.2
448,195.3,0,0,0,22,54,55.1,Togepi,73.5,72.6,75.3,80.2
449,203.8,0,0,0,29,64,54.4,Chansey,79.9,70.4,71.9,96.7
450,229.0,1,0,1,41,53,51.7,Golbat,97.4,97.8,77.8,92.3
451,243.4,1,0,1,30,77,43.5,Pichu,98.9,88.9,73.1,100.9
452,280.0,1,0,1,31,87,46.2,Eevee,98.8,94.5,91.3,97.3
453,203.2,0,0,0,31,52,57.7,Eevee,77.3,85.8,72.2,87.5
454,223.6,1,0,1,32,71,41.1,Chansey,87.3,92.2,75.1,90.9
455,280.0,1,0,1,31,88,29.8,Eevee,92.4,93.1,78.0,95.5
456,246.7,1,0,1,35,87,44.4,Togepi,93.8,87.7,77.1,91.0
457,161.2,0,0,0,37,44,40.2,Golbat,64.9,64.7,69.1,87.3
458,280.0,1,0,1,28,100,90.6,Eevee,99.5,102.0,86.6,112.8
459,261.8,1,1,0,22,84,43.7,Eevee,76.0,97.9,75.1,85.8
460,218.1,0,0,0,25,86,44.0,Togepi,76.9,82.7,76.2,89.0
461,235.7,1,0,1,20,43,36.1,Chansey,78.6,82.3,78.6,84.8
462,177.6,0,0,0,33,29,56.4,Eevee,74.3,73.7,70.2,92.2
463,200.5,0,0,0,35,40,44.2,Eevee,76.8,83.0,71.2,89.7
464,209.7,0,0,0,36,50,42.4,Eevee,77.2,71.1,76.4,96.3
465,247.1,1,0,1,47,81,43.8,Golbat,94.5,91.5,84.3,104.4
466,219.0,0,0,0,44,57,35.6,Eevee,76.4,83.2,75.0,84.7
467,186.1,0,0,0,29,37,63.7,Togepi,72.8,69.4,73.8,81.6
468,192.5,0,0,0,35,37,31.8,Togepi,70.1,74.5,65.6,82.6
469,229.4,1,0,1,26,71,66.8,Pichu,87.8,94.4,79.8,91.9
470,235.8,1,0,1,16,65,45.1,Chansey,82.4,78.9,80.7,83.8
471,209.5,0,0,0,32,52,60.7,Togepi,82.2,85.0,77.3,91.2
472,201.6,0,0,0,35,46,47.2,Chansey,72.1,80.6,74.1,93.2
473,268.6,1,0,1,27,88,60.5,Togepi,96.2,96.7,87.0,94.2
474,248.5,1,0,1,40,72,56.0,Chansey,96.4,88.8,92.5,105.6
475,234.0,1,0,1,28,58,64.1,Pichu,94.7,93.1,81.3,94.9
476,280.0,1,0,1,27,100,58.3,Togepi,100.9,97.7,86.2,99.9
477,230.3,1,0,1,22,61,45.6,Golbat,86.9,92.8,80.2,90.0
478,216.9,0,0,0,28,72,73.3,Golbat,74.0,84.7,87.0,88.2
479,226.7,1,0,1,18,47,37.8,Togepi,92.0,79.6,68.9,83.9
480,258.3,1,0,1,30,78,45.7,Pichu,99.9,93.8,83.6,98.5
481,215.0,0,0,0,37,65,49.9,Pichu,75.8,77.5,78.1,95.2
482,244.3,1,0,1,43,70,33.3,Pichu,100.2,91.0,76.0,95.7
483,224.8,1,0,1,22,53,47.9,Chansey,85.3,93.1,78.1,86.0
484,203.8,0,0,0,31,50,74.8,Chansey,82.2,75.5,67.4,83.6
485,235.1,1,0,1,37,64,50.2,Togepi,87.9,86.2,79.4,101.5
486,223.3,1,0,1,39,58,55.8,Togepi,85.2,92.0,90.0,95.6
487,215.8,0,0,0,26,55,53.3,Eevee,66.4,77.6,81.0,84.5
488,218.6,0,0,0,10,62,77.0,Togepi,78.8,71.8,76.8,96.1
489,221.8,1,0,1,36,60,55.8,Togepi,93.9,94.3,81.8,92.6
490,254.0,1,0,1,30,74,49.1,Chansey,82.1,99.6,78.5,89.2
491,240.3,1,0,1,34,53,40.0,Chansey,93.3,86.0,76.1,98.8
492,197.2,0,0,0,17,61,58.5,Eevee,65.7,61.0,68.5,88.1
493,233.1,1,1,0,37,68,44.2,Togepi,74.3,89.4,72.3,88.7
494,267.9,1,0,1,28,85,38.8,Eevee,88.7,83.8,88.1,101.5
495,262.8,1,0,1,33,70,46.9,Chansey,94.6,88.0,87.4,97.9
496,182.2,0,0,0,44,34,37.0,Eevee,76.9,81.4,70.4,88.0
497,215.5,0,0,0,31,59,39.7,Golbat,74.7,77.7,75.1,84.0
498,233.0,1,0,1,36,73,53.7,Pichu,90.9,92.3,81.1,94.9
499,192.2,0,0,0,22,27,41.9,Golbat,69.1,75.1,69.3,80.2
500,204.2,0,0,0,45,49,58.5,Eevee,85.3,82.7,79.1,97.7
501,203.6,0,0,0,25,46,48.6,Togepi,72.2,78.4,70.0,96.5
502,192.0,0,0,0,21,40,33.8,Golbat,67.9,69.1,59.0,77.1
503,212.3,0,0,0,36,50,29.2,Togepi,76.7,78.1,74.4,86.6
504,243.3,1,0,1,25,61,42.7,Eevee,86.8,89.0,84.5,91.8
505,234.9,1,0,1,41,93,49.0,Pichu,91.5,89.8,83.8,91.6
506,280.0,1,0,1,27,81,51.1,Chansey,107.6,84.8,89.3,98.6
507,234.2,1,0,1,21,58,29.0,Chansey,83.0,93.1,76.1,83.4
508,245.1,1,0,1,18,79,32.0,Golbat,85.7,79.3,81.2,85.7
509,193.3,0,0,0,37,37,34.0,Eevee,77.3,72.4,75.9,82.5
510,233.7,1,0,1,29,60,48.4,Pichu,86.5,94.8,75.0,89.1
511,223.8,1,0,1,21,75,11.2,Togepi,83.3,85.6,66.0,86.5
512,242.3,1,0,1,43,92,42.1,Eevee,92.5,94.0,80.7,96.4
513,223.3,1,1,0,20,53,32.3,Eevee,76.4,89.8,78.7,76.3
514,241.6,1,0,1,38,69,81.0,Golbat,88.3,85.0,83.2,102.6
515,228.6,1,1,0,32,68,38.6,Pichu,74.2,86.9,82.8,92.6
516,236.3,1,0,1,22,61,52.9,Eevee,96.5,87.2,81.0,88.1
517,261.8,1,1,0,32,88,74.5,Golbat,86.8,96.2,87.2,101.6
518,243.2,1,0,1,45,77,43.1,Golbat,101.8,95.4,75.1,93.5
519,214.0,0,0,0,26,68,62.4,Eevee,77.4,76.9,80.4,84.9
520,229.8,1,0,1,38,72,40.6,Golbat,96.2,95.6,80.7,91.9
521,181.7,0,0,0,23,35,36.9,Togepi,65.4,69.7,65.8,82.5
522,218.6,0,0,0,16,48,45.2,Golbat,76.4,66.7,73.8,88.5
523,233.1,1,1,0,40,60,32.5,Togepi,80.2,95.0,70.7,89.8
524,176.3,0,0,0,38,37,46.5,Golbat,68.1,77.5,76.5,78.4
525,202.7,0,0,0,37,46,44.8,Togepi,75.6,72.9,77.0,93.9
526,200.5,0,0,0,31,45,57.1,Chansey,75.8,77.8,74.7,79.9
527,200.8,0,0,0,37,40,64.2,Togepi,78.1,82.8,80.3,85.7
528,193.4,0,0,0,34,41,41.8,Golbat,71.8,70.7,74.2,83.7
529,229.8,1,0,1,42,40,61.7,Togepi,95.6,100.6,97.5,104.3
530,231.3,1,0,1,22,53,49.6,Golbat,90.2,88.1,78.7,87.5
531,179.9,0,0,0,27,37,47.8,Eevee,75.3,67.5,64.1,83.3
532,223.6,1,0,1,34,79,44.2,Pichu,89.4,86.9,70.9,93.2
533,156.1,0,0,0,36,55,50.9,Pichu,71.7,65.7,70.2,87.8
534,182.4,0,0,0,34,41,27.7,Golbat,66.8,68.9,64.2,79.9
535,218.1,0,0,0,18,56,42.2,Golbat,74.5,68.9,70.5,75.5
536,238.9,1,0,1,15,76,53.1,Togepi,92.2,87.9,78.8,91.7
537,236.9,1,0,1,30,72,59.6,Golbat,97.5,99.5,82.7,87.5
538,223.4,1,0,1,22,62,39.1,Eevee,77.8,83.4,72.7,82.0
539,226.8,1,0,1,41,62,43.4,Togepi,91.1,84.1,87.3,86.2
540,211.7,0,0,0,19,44,59.9,Togepi,83.2,70.0,75.3,85.3
541,186.1,0,0,0,20,33,55.0,Golbat,69.3,67.1,70.8,89.7
542,208.9,0,0,0,26,55,46.1,Pichu,73.5,66.5,75.9,85.0
543,271.6,1,0,1,23,85,37.1,Togepi,89.7,90.7,90.1,98.2
544,235.5,1,0,1,41,54,52.4,Golbat,87.3,94.7,81.5,89.4
545,219.9,0,0,0,27,68,35.0,Eevee,78.7,69.6,73.1,96.1
546,224.1,1,1,0,26,60,54.1,Pichu,74.0,84.9,73.3,81.7
547,158.4,0,0,0,14,37,59.2,Eevee,61.3,58.8,68.4,77.8
548,226.2,1,0,1,23,58,64.9,Chansey,88.6,81.8,79.2,96.4
549,254.0,1,0,1,19,63,64.6,Eevee,106.6,89.5,74.9,86.4
550,213.3,0,0,0,29,67,37.0,Chansey,78.2,74.4,75.3,86.4
551,167.2,0,0,0,39,24,45.6,Pichu,68.0,82.1,73.4,85.0
552,279.9,1,0,1,22,100,58.8,Eevee,97.0,98.9,91.2,91.3
553,197.8,0,0,0,35,42,39.1,Chansey,76.7,67.6,74.6,83.9
554,230.5,1,0,1,34,73,32.6,Togepi,89.4,92.3,77.4,92.5
555,181.2,0,0,0,31,41,42.5,Chansey,72.7,67.6,71.6,77.3
556,259.2,1,0,1,28,86,60.9,Golbat,100.5,94.7,85.3,93.6
557,215.1,0,0,0,31,51,85.5,Pichu,87.5,82.7,80.4,91.1
558,228.3,1,1,0,39,48,45.7,Chansey,81.9,86.9,82.7,91.2
559,235.5,1,0,1,16,89,40.9,Togepi,87.4,89.7,81.2,83.0
560,246.7,1,0,1,32,77,47.5,Togepi,91.7,91.3,73.0,97.2
561,206.1,0,0,0,28,64,64.2,Togepi,73.6,68.0,76.1,93.0
562,240.0,1,0,1,21,68,73.5,Pichu,93.6,82.6,79.8,95.7
563,226.4,1,0,1,16,68,72.9,Golbat,80.3,85.5,75.1,83.6
564,232.9,1,0,1,18,86,52.4,Chansey,83.4,92.4,78.6,85.0
565,183.2,0,0,0,26,39,35.5,Togepi,73.8,69.1,68.8,77.0
566,197.2,0,0,0,30,49,56.9,Pichu,76.8,69.9,75.0,86.8
567,229.2,1,0,1,44,66,55.5,Togepi,98.3,102.9,87.1,93.4
568,249.0,1,0,1,25,89,65.8,Togepi,104.8,95.5,78.8,86.8
569,204.7,0,0,0,27,73,47.2,Togepi,86.6,75.4,67.5,94.4
570,151.6,0,0,0,27,22,59.3,Pichu,67.7,68.0,63.0,82.4
571,261.5,1,0,1,29,83,37.9,Chansey,99.7,92.8,84.9,91.7
572,280.0,1,0,1,47,100,26.1,Golbat,91.2,106.6,87.3,103.9
573,242.6,1,0,1,25,65,87.4,Togepi,96.8,94.7,87.2,97.0
574,213.0,0,0,0,21,49,28.9,Pichu,69.3,70.3,75.2,79.8
575,229.1,1,0,1,32,72,47.7,Eevee,89.3,81.1,76.1,100.5
576,205.6,0,0,0,30,38,64.5,Golbat,77.9,74.4,69.4,86.1
577,228.4,1,0,1,45,63,83.7,Golbat,102.2,103.3,81.8,107.8
578,249.2,1,1,0,27,66,47.2,Eevee,78.7,88.3,79.7,98.7
579,242.9,1,1,0,36,70,53.9,Golbat,83.0,92.0,80.9,94.8
580,185.3,0,0,0,28,52,54.1,Pichu,72.8,71.7,63.7,72.6
581,241.9,1,0,1,43,80,67.0,Pichu,109.1,104.9,91.2,104.0
582,171.5,0,0,0,26,32,79.4,Togepi,73.7,74.5,67.9,85.4
583,230.4,1,0,1,33,62,40.5,Chansey,93.4,80.1,81.4,78.5
584,224.9,1,0,1,15,63,34.9,Chansey,87.3,75.8,76.8,87.9
585,220.7,1,0,1,23,45,50.3,Togepi,91.6,79.4,70.6,87.3
586,227.5,1,0,1,23,73,31.3,Golbat,91.4,79.9,73.6,86.8
587,280.0,1,0,1,35,83,21.8,Eevee,91.5,101.7,91.7,103.8
588,192.3,0,0,0,34,41,50.0,Chansey,74.7,79.7,72.6,79.0
589,226.3,1,0,1,38,62,39.3,Pichu,93.3,95.2,82.3,84.0
590,231.2,1,0,1,20,76,68.9,Pichu,98.8,87.6,72.3,86.1
591,223.3,1,0,1,39,63,46.9,Chansey,89.7,84.5,81.1,95.9
592,191.0,0,0,0,18,50,43.5,Pichu,71.0,76.3,65.4,78.8
593,191.4,0,0,0,17,37,57.8,Togepi,75.3,72.2,72.1,82.8
594,188.6,0,0,0,35,32,36.9,Golbat,66.3,76.5,78.4,73.3
595,256.7,1,0,1,32,84,54.8,Togepi,93.5,87.4,81.2,101.2
596,218.5,0,0,0,28,78,27.7,Eevee,73.3,72.6,83.1,89.0
597,250.8,1,1,0,30,77,75.4,Chansey,77.8,95.9,80.1,92.9
598,235.3,1,0,1,22,74,38.0,Golbat,85.2,84.6,94.2,92.9
599,210.3,0,0,0,25,54,55.3,Togepi,87.0,72.1,76.8,90.0
600,173.8,0,0,0,15,43,49.6,Pichu,65.7,69.2,65.3,81.4
601,257.2,1,0,1,25,68,31.4,Chansey,80.6,88.8,82.4,97.4
602,228.1,1,0,1,32,74,47.7,Eevee,97.0,90.9,73.6,85.3
603,194.9,0,0,0,33,57,35.7,Golbat,74.5,65.8,75.2,85.8
604,208.1,0,0,0,27,64,29.3,Eevee,72.6,63.6,71.5,81.6
605,153.5,0,0,0,28,12,35.1,Togepi,66.5,67.0,55.3,72.4
606,191.1,0,0,0,25,40,58.6,Eevee,66.3,70.9,81.1,80.3
607,209.8,0,0,0,46,46,50.0,Chansey,80.3,84.9,78.2,92.2
608,197.2,0,0,0,35,42,50.9,Eevee,78.1,72.0,77.8,89.9
609,280.0,1,0,1,29,75,71.1,Pichu,104.7,100.0,91.1,94.4
610,218.5,0,0,0,30,61,64.8,Eevee,77.8,85.0,80.5,92.7
611,190.7,0,0,0,20,55,51.9,Eevee,62.8,72.3,72.0,79.5
612,157.8,0,0,0,15,17,79.6,Golbat,70.8,64.4,70.1,89.9
613,219.8,0,0,0,22,63,38.8,Eevee,74.0,65.2,82.8,81.6
614,186.3,0,0,0,11,32,50.7,Togepi,68.0,54.8,71.6,85.0
615,173.2,0,0,0,24,28,76.6,Eevee,64.1,71.3,72.2,73.6
616,224.6,1,0,1,27,53,56.0,Eevee,92.6,88.8,74.3,86.6
617,237.9,1,0,1,35,72,29.1,Golbat,90.9,85.9,73.0,90.2
618,252.9,1,0,1,17,63,33.2,Golbat,87.7,89.1,72.8,88.6
619,214.9,0,0,0,50,50,64.1,Pichu,91.4,84.8,91.2,94.3
620,204.0,0,0,0,23,46,49.7,Pichu,59.0,74.2,71.7,89.3
621,225.4,1,0,1,26,70,40.4,Togepi,90.7,88.6,69.0,94.2
622,240.8,1,0,1,34,94,56.6,Togepi,96.9,88.9,75.0,87.6
623,263.8,1,0,1,22,89,44.8,Pichu,92.0,87.4,82.4,90.8
624,219.4,0,0,0,41,63,82.8,Golbat,85.1,88.5,87.0,88.3
625,208.8,0,0,0,30,61,68.0,Golbat,80.9,74.8,78.1,93.3
626,193.1,0,0,0,18,35,54.2,Pichu,72.3,74.1,70.4,90.2
627,227.1,1,0,1,32,67,54.7,Chansey,94.8,95.1,79.6,94.0
628,168.1,0,0,0,25,43,25.3,Golbat,70.6,70.1,61.0,80.8
629,173.8,0,0,0,26,35,28.3,Togepi,68.3,70.8,66.9,73.5
630,214.0,0,0,0,39,82,37.7,Eevee,79.2,84.1,78.5,91.2
631,236.3,1,0,1,27,82,55.9,Chansey,85.2,84.0,73.2,86.3
632,229.6,1,0,1,27,53,35.8,Togepi,76.0,82.6,76.4,87.9
633,237.9,1,0,1,43,49,53.9,Golbat,88.1,85.2,77.0,92.8
634,174.3,0,0,0,32,46,31.0,Togepi,69.6,64.6,58.5,80.8
635,259.7,1,0,1,25,74,42.1,Eevee,96.1,93.3,71.8,98.1
636,258.8,1,0,1,32,77,61.2,Pichu,103.5,98.5,94.8,103.6
637,259.0,1,0,1,33,68,53.0,Eevee,95.4,101.0,83.4,99.3
638,235.1,1,0,1,28,54,57.5,Eevee,100.0,87.9,83.5,84.5
639,250.7,1,0,1,21,72,37.1,Togepi,92.9,84.0,81.2,90.9
640,232.1,1,0,1,42,58,34.9,Eevee,94.5,96.9,75.8,99.1
641,235.9,1,1,0,37,71,32.4,Eevee,88.4,85.8,77.3,92.3
642,241.1,1,0,1,41,47,68.2,Golbat,91.5,104.8,84.1,88.5
643,165.1,0,0,0,27,27,39.3,Togepi,71.1,58.1,59.5,62.9
644,150.0,0,0,0,43,38,53.1,Chansey,81.5,74.6,69.8,80.9
645,231.5,1,0,1,24,51,57.9,Pichu,90.7,83.2,86.3,92.6
646,217.1,0,0,0,28,60,37.2,Pichu,69.2,80.4,76.3,90.8
647,227.0,1,0,1,19,69,44.4,Togepi,90.0,86.7,65.9,82.3
648,280.0,1,0,1,44,79,53.6,Chansey,101.2,102.6,88.1,97.3
649,175.6,0,0,0,45,39,62.8,Chansey,83.1,80.5,75.7,92.8
650,223.8,1,0,1,13,50,48.5,Eevee,81.6,84.9,71.4,89.1
651,199.1,0,0,0,31,44,39.5,Chansey,77.4,73.1,71.9,76.6
652,178.1,0,0,0,32,51,40.0,Eevee,74.5,71.7,65.1,83.0
653,150.0,0,0,0,23,7,19.5,Chansey,62.1,56.8,60.8,70.8
654,194.2,0,0,0,30,48,66.7,Chansey,72.7,76.3,71.5,93.1
655,226.8,1,0,1,31,63,44.5,Golbat,95.6,86.5,80.3,93.4
656,179.8,0,0,0,20,38,36.0,Togepi,67.8,59.7,63.1,76.5
657,202.3,0,0,0,24,36,77.5,Golbat,75.4,74.0,76.1,84.6
658,234.0,1,0,1,25,57,38.4,Togepi,93.5,87.0,72.6,84.9
659,213.7,0,0,0,11,37,43.6,Eevee,59.4,73.7,67.2,91.2
660,179.2,0,0,0,34,35,31.5,Togepi,65.0,63.0,69.5,77.3
661,203.0,0,0,0,35,54,72.0,Pichu,77.4,78.2,81.4,87.7
662,176.0,0,0,0,25,24,44.7,Eevee,61.6,70.7,69.1,79.6
663,189.4,0,0,0,32,55,54.5,Chansey,63.9,86.9,77.1,83.0
664,188.4,0,0,0,38,55,45.3,Togepi,77.4,67.1,79.4,80.2
665,189.8,0,0,0,24,44,63.0,Pichu,76.7,74.9,70.2,80.4
666,222.8,1,0,1,31,62,65.3,Eevee,91.5,86.0,83.4,83.5
667,224.0,1,0,1,20,65,43.3,Pichu,80.8,80.1,66.2,95.5
668,235.3,1,0,1,30,75,45.7,Pichu,93.8,79.7,80.1,92.7
669,211.0,0,0,0,50,53,62.1,Togepi,88.1,82.3,75.1,95.3
670,273.5,1,0,1,41,89,52.7,Pichu,100.7,95.9,90.5,100.9
671,247.3,1,1,0,39,53,55.9,Chansey,85.7,97.3,92.2,93.8
672,216.2,0,0,0,20,72,49.0,Togepi,70.4,79.0,74.2,84.6
673,150.0,0,0,0,35,41,33.7,Togepi,56.5,71.0,67.2,74.2
674,202.3,0,0,0,11,49,35.3,Togepi,65.1,66.2,71.5,86.4
675,230.7,1,0,1,38,64,43.8,Eevee,98.5,85.7,80.7,92.8
676,218.0,0,0,0,31,43,42.3,Chansey,88.0,77.1,73.9,89.0
