trainer_id,trainer_name,hometown,starter_type,starter_species,team_size,team_level_avg,team_level_max,team_avg_iv_total,team_avg_ev_total,type_diversity,trainer_experience,play_hours,strategy_score,wealth,cave_training,safari_zone_visits,dept_store_spending,potions_purchased,revives_used,tm_count,exp_share_used,held_item_count,rare_candy_used,gym_pokemon_center_visits,fishing_attempts,traded_pokemon_count,team_happiness_avg,team_friendship_max,badges,elite_four_attempted,elite_four_wins,champion_defeated,hall_of_fame_time,total_battles_won,total_pokemon_caught,pokedex_completion,patience,natural_talent,dedication,hometown_gym_type,region
497,Samurai_2384,Cerulean City,Grass,Bulbasaur,5,37.7,38.3,75.1,157.3,3,2.8,235,54.9,2,0,3,572,36,5,6,0,0,0,37,5,0,122.6,200.2,4,0,0,0,,84,27,17.9,90.11,40.38,41.42,Water,Kanto
498,Tracey_5570,Viridian City,Fire,Charmander,5,43.1,52.9,71.8,255.4,5,1.7,457,54.2,3,1,5,1822,56,9,7,1,3,0,58,6,0,170.6,187.5,5,0,0,0,,64,92,60.9,84.45,28.72,73.11,Ground,Kanto
499,Sabrina_3536,Cerulean City,Fire,Charmander,5,37.4,41.1,72.2,152.0,1,3.1,378,57.8,2,0,1,1387,46,12,9,1,3,0,37,1,1,142.5,143.3,5,0,0,0,,160,41,27.2,25.49,91.2,61.83,Water,Kanto
500,Samurai_2811,Vermilion City,Grass,Bulbasaur,5,42.7,44.9,64.4,236.3,1,4.5,147,42.8,3,1,2,1085,22,2,11,1,4,0,18,2,4,102.8,111.1,3,0,0,0,,120,6,4.0,15.06,43.2,26.53,Electric,Kanto
501,Bill_8274,Pewter City,Fire,Charmander,5,45.0,50.3,69.6,239.3,4,2.6,562,51.3,4,0,0,1990,55,13,13,1,0,2,74,3,0,152.6,159.7,6,0,0,0,,82,79,52.3,17.82,60.0,92.61,Rock,Kanto
502,Aya_1122,Cerulean City,Grass,Bulbasaur,6,50.1,54.9,44.9,242.1,1,5.4,321,26.8,2,1,1,826,39,7,6,0,1,1,40,2,1,118.4,173.8,1,0,0,0,,167,39,25.8,3.83,40.97,51.27,Water,Kanto
503,James_2231,Cerulean City,Grass,Bulbasaur,1,23.1,25.9,81.4,170.8,3,3.6,254,55.9,4,0,0,1498,34,5,4,0,1,1,41,4,0,128.3,131.2,3,0,0,0,,130,41,27.2,4.09,65.82,30.42,Water,Kanto
504,Red_4645,Celadon City,Fire,Charmander,2,32.5,71.5,68.8,166.2,1,1.7,160,73.5,3,0,4,1560,31,4,4,0,6,1,28,10,0,141.4,144.0,4,0,0,0,,129,32,21.2,75.03,68.75,17.39,Grass,Kanto
505,Giselle_2577,Cerulean City,Water,Squirtle,5,49.0,53.4,41.7,157.6,2,11.0,270,66.7,4,0,6,2306,31,7,8,1,2,1,37,5,2,147.7,148.0,6,0,0,0,,183,62,41.1,64.67,18.49,20.25,Water,Kanto
506,Pryce_2544,Saffron City,Fire,Charmander,3,25.8,35.1,80.6,89.4,2,0.4,288,49.0,4,0,1,1719,37,6,6,0,3,0,38,3,3,130.7,135.5,2,0,0,0,,60,38,25.2,15.36,75.38,40.77,Psychic,Kanto
507,Lorelei_6273,Vermilion City,Grass,Bulbasaur,6,24.9,25.3,81.8,105.6,1,1.1,90,55.2,2,0,1,1118,12,7,0,1,1,2,13,4,0,156.7,178.4,3,0,0,0,,98,27,17.9,5.66,91.13,6.22,Electric,Kanto
508,Jessie_7550,Cerulean City,Fire,Charmander,3,37.4,63.1,61.0,214.4,2,2.5,532,54.8,2,0,4,1047,86,13,10,0,2,0,56,2,1,166.7,177.0,3,0,0,0,,97,91,60.3,71.88,10.73,91.36,Water,Kanto
509,Falkner_1246,Cerulean City,Fire,Charmander,5,24.6,38.2,77.4,245.5,2,1.7,139,52.6,4,1,3,1994,16,5,2,1,0,0,17,9,2,149.1,159.9,3,0,0,0,,77,31,20.5,67.97,75.53,1.18,Water,Kanto
510,Chuck_3855,Vermilion City,Fire,Charmander,4,42.9,51.2,75.9,197.4,2,4.4,276,72.9,4,1,9,1732,40,6,1,1,1,3,47,3,0,145.7,147.3,6,0,0,0,,146,70,46.4,81.57,88.29,44.49,Electric,Kanto
511,Blue_3455,Saffron City,Grass,Bulbasaur,4,30.0,35.1,96.1,156.1,2,0.0,193,40.9,2,0,3,1045,19,4,5,1,2,0,26,6,2,151.0,154.3,2,0,0,0,,85,48,31.8,36.72,82.34,39.54,Psychic,Kanto
512,Erika_8141,Vermilion City,Fire,Charmander,2,55.8,56.2,69.0,275.8,5,6.6,523,49.1,2,1,4,1380,67,17,12,0,4,0,52,7,0,168.0,171.1,6,0,0,0,,121,70,46.4,62.22,42.96,85.35,Electric,Kanto
513,Aya_4462,Celadon City,Grass,Bulbasaur,6,58.4,61.7,69.7,230.5,4,6.9,223,45.4,4,1,4,1639,21,5,8,1,1,1,31,7,2,154.3,176.2,5,0,0,0,,170,38,25.2,49.16,67.95,31.67,Grass,Kanto
514,Misty_8175,Cinnabar Island,Water,Squirtle,3,26.2,33.2,74.8,122.5,2,3.0,184,78.5,4,0,2,2338,29,8,5,1,3,0,29,4,0,168.5,176.2,5,0,0,0,,115,33,21.9,58.46,71.1,18.99,Fire,Kanto
515,Daisy_7958,Lavender Town,Water,Squirtle,4,33.0,39.5,80.3,172.1,3,2.4,416,78.8,3,0,3,1673,57,7,10,0,3,2,48,5,1,170.2,199.2,5,0,0,0,,88,64,42.4,72.71,82.23,75.74,Ghost,Kanto
516,Bruno_2495,Cinnabar Island,Grass,Bulbasaur,4,47.6,52.8,85.4,289.9,2,8.7,438,89.4,2,1,1,1282,54,10,6,1,2,1,46,5,1,113.4,124.0,7,0,0,0,,127,53,35.1,77.77,84.3,49.47,Fire,Kanto
517,Ash_2312,Lavender Town,Fire,Charmander,5,38.6,41.7,84.4,307.4,1,1.9,580,64.2,1,1,1,1231,71,19,7,0,3,0,69,6,1,152.7,206.7,3,0,0,0,,97,69,45.7,49.96,81.13,84.96,Ghost,Kanto
518,Gary_8424,Saffron City,Water,Squirtle,4,48.2,65.1,68.0,220.1,1,6.3,480,52.8,4,0,2,2496,60,14,14,0,1,1,48,6,2,148.3,162.4,4,0,0,0,,160,59,39.1,74.54,11.15,65.69,Psychic,Kanto
519,Sabrina_1601,Pewter City,Fire,Charmander,5,31.3,36.1,58.7,237.0,3,3.3,280,39.1,3,1,5,1005,39,8,6,1,3,2,49,1,0,129.1,129.5,4,0,0,0,,152,49,32.5,55.69,28.65,48.46,Rock,Kanto
520,Giselle_6129,Viridian City,Fire,Charmander,3,33.1,34.3,82.2,258.2,5,1.3,483,50.0,3,1,1,1628,51,17,10,0,2,1,52,4,0,125.1,127.6,3,0,0,0,,97,52,34.4,50.84,96.92,75.09,Ground,Kanto
521,James_9775,Vermilion City,Grass,Bulbasaur,6,22.1,34.1,76.5,228.6,3,0.8,444,49.1,3,1,3,1731,58,9,12,0,2,0,43,4,1,133.0,167.6,2,0,0,0,,103,67,44.4,23.22,57.84,68.56,Electric,Kanto
522,Bruno_7468,Cerulean City,Fire,Charmander,2,36.8,38.6,64.1,269.6,3,2.4,321,56.5,5,1,1,2623,39,7,9,0,4,2,46,1,2,147.7,194.7,4,0,0,0,,82,52,34.4,63.95,38.84,59.9,Water,Kanto
523,Bugsy_7275,Vermilion City,Water,Squirtle,6,56.4,61.1,76.9,303.8,4,8.8,518,64.2,4,1,5,2029,54,10,9,1,1,0,59,1,1,187.2,204.6,6,0,0,0,,126,104,68.9,70.03,69.21,71.41,Electric,Kanto
524,Lara_8991,Pallet Town,Grass,Bulbasaur,2,25.3,34.0,70.4,129.8,3,0.1,71,36.8,3,0,2,1882,14,4,0,0,2,1,17,2,0,113.1,129.3,2,0,0,0,,32,15,9.9,9.7,61.98,2.67,None,Kanto
525,Ash_4131,Cerulean City,Fire,Charmander,6,35.4,36.5,61.1,163.2,4,0.7,433,52.9,4,0,5,2339,49,17,14,0,2,0,48,6,3,139.8,182.4,4,0,0,0,,68,60,39.7,72.19,46.98,71.52,Water,Kanto
526,Stella_2558,Lavender Town,Water,Squirtle,6,65.1,65.9,60.0,315.9,1,13.4,470,52.4,2,1,2,912,55,14,13,1,2,0,47,1,1,145.9,147.1,5,0,0,0,,172,72,47.7,20.83,51.73,57.43,Ghost,Kanto
527,Jasmine_1745,Fuchsia City,Fire,Charmander,3,60.5,64.8,51.2,292.2,6,10.0,582,43.5,3,1,0,1468,48,16,17,1,2,1,66,5,3,139.9,150.4,6,0,0,0,,218,71,47.0,10.37,15.26,81.75,Poison,Kanto
528,Blaine_6215,Cinnabar Island,Grass,Bulbasaur,5,24.8,44.7,79.9,199.2,2,0.0,417,38.7,2,0,1,1494,56,10,12,0,2,2,45,2,1,129.1,135.7,2,0,0,0,,69,54,35.8,13.69,87.56,74.15,Fire,Kanto
529,Will_6849,Lavender Town,Grass,Bulbasaur,2,37.7,41.6,80.5,197.1,6,4.0,405,79.1,2,0,3,1118,77,10,9,0,2,1,52,8,3,160.7,179.0,6,0,0,0,,146,59,39.1,90.6,81.0,60.9,Ghost,Kanto
530,AJ_3054,Viridian City,Grass,Bulbasaur,6,28.0,30.5,76.7,134.4,3,1.0,321,65.9,4,0,5,2481,43,10,11,0,4,2,47,5,0,146.8,204.1,4,0,0,0,,74,59,39.1,91.39,92.88,40.92,Ground,Kanto
531,AJ_6797,Pallet Town,Fire,Charmander,4,32.9,68.2,43.6,149.2,1,1.4,221,51.8,2,0,1,1068,30,7,3,0,0,1,24,1,2,187.6,221.1,3,0,0,0,,55,41,27.2,55.73,1.02,48.91,None,Kanto
532,Gary_3804,Celadon City,Water,Squirtle,4,35.2,36.4,63.6,149.2,5,1.8,233,23.3,4,0,4,2704,44,5,13,1,2,0,28,2,4,151.1,174.6,2,0,0,0,,39,34,22.5,8.24,28.45,26.68,Grass,Kanto
533,Gold_5932,Cinnabar Island,Fire,Charmander,3,36.5,56.2,88.7,232.1,1,6.0,300,54.3,4,1,1,1883,39,4,7,1,2,2,41,1,3,137.3,162.4,5,0,0,0,,115,54,35.8,2.03,87.81,31.09,Fire,Kanto
534,Ash_8562,Saffron City,Fire,Charmander,3,38.5,41.3,70.1,177.4,2,5.7,100,41.6,5,1,0,2262,23,1,3,0,3,0,17,5,3,101.5,115.8,2,0,0,0,,156,2,1.3,18.47,62.53,2.8,Psychic,Kanto
535,Blaine_2101,Pallet Town,Water,Squirtle,6,36.8,65.0,76.5,166.6,1,2.7,358,36.8,4,0,2,2373,30,10,4,1,3,1,32,4,0,168.7,187.5,3,0,0,0,,30,45,29.8,13.52,84.41,53.07,None,Kanto
536,Karen_2604,Pewter City,Water,Squirtle,3,33.0,51.9,42.6,137.1,4,1.8,192,37.4,3,0,3,2077,29,7,3,1,4,0,36,1,1,154.9,165.7,4,0,0,0,,47,28,18.5,59.44,6.75,21.47,Rock,Kanto
537,Giovanni_5749,Pallet Town,Grass,Bulbasaur,1,30.6,31.0,60.6,176.8,3,1.0,368,45.7,2,0,3,1205,33,12,9,0,3,0,53,6,1,149.8,150.7,2,0,0,0,,79,66,43.7,61.68,55.28,65.08,None,Kanto
538,Surge_4311,Pallet Town,Fire,Charmander,6,35.6,36.5,53.2,201.7,5,3.9,216,30.0,2,1,1,998,22,10,3,0,1,0,33,6,4,120.6,141.9,3,0,0,0,,108,42,27.8,11.12,12.85,13.37,None,Kanto
539,Yellow_7523,Pewter City,Water,Squirtle,4,30.6,48.9,52.5,243.3,2,3.1,281,44.7,2,1,3,1508,35,4,5,0,0,0,31,3,0,173.7,183.9,1,0,0,0,,40,49,32.5,60.03,10.23,44.56,Rock,Kanto
540,Blaine_7610,Fuchsia City,Grass,Bulbasaur,5,23.5,29.2,77.7,114.1,3,1.5,140,56.0,3,0,4,1897,21,10,3,0,1,0,18,3,0,126.9,128.8,3,0,0,0,,35,37,24.5,47.93,77.2,13.74,Poison,Kanto
541,Erika_6420,Viridian City,Water,Squirtle,6,35.6,37.5,56.8,179.5,4,2.6,408,28.2,3,0,2,1820,49,12,14,1,5,1,51,5,1,149.5,161.7,3,0,0,0,,123,60,39.7,38.87,2.26,65.13,Ground,Kanto
542,Ash_7777,Celadon City,Fire,Charmander,6,31.1,35.2,67.8,174.1,1,1.5,176,59.7,1,0,2,261,27,4,0,0,4,0,20,5,2,128.5,150.1,4,0,0,0,,35,30,19.9,91.49,52.43,13.01,Grass,Kanto
543,Samurai_9733,Saffron City,Fire,Charmander,3,40.4,50.4,57.2,215.4,6,3.5,369,33.9,4,0,2,2473,39,13,12,1,1,1,41,7,4,140.8,180.3,5,0,0,0,,119,68,45.0,44.5,27.96,52.29,Psychic,Kanto
544,Bugsy_2590,Cinnabar Island,Fire,Charmander,6,46.6,56.8,87.1,263.2,4,6.2,384,61.5,3,1,2,2024,45,9,5,0,6,1,46,6,1,192.8,201.5,6,0,0,0,,136,53,35.1,43.38,73.79,65.06,Fire,Kanto
545,Gold_9563,Saffron City,Water,Squirtle,6,62.7,79.4,81.0,317.8,1,9.1,546,85.6,4,1,4,2559,68,11,13,0,1,1,66,3,1,152.2,170.5,8,1,1,1,568.0,160,88,58.3,65.64,75.45,92.64,Psychic,Kanto
546,Jessie_9436,Celadon City,Fire,Charmander,6,34.3,38.8,55.6,195.1,3,0.3,444,52.4,3,0,3,1526,46,11,10,0,3,1,53,6,1,164.2,166.6,4,0,0,0,,62,62,41.1,75.95,36.95,84.7,Grass,Kanto
547,Lance_8572,Pewter City,Water,Squirtle,5,32.9,38.7,65.2,189.3,3,1.1,398,37.6,2,0,4,1200,45,14,11,1,3,1,40,4,1,160.0,171.4,3,0,0,0,,47,48,31.8,52.9,32.23,67.28,Rock,Kanto
548,Koji_2119,Fuchsia City,Fire,Charmander,6,39.1,39.5,66.3,139.0,4,4.6,83,81.6,4,0,7,1802,16,8,6,0,2,0,14,10,3,143.4,150.8,7,0,0,0,,131,28,18.5,97.58,85.44,4.02,Poison,Kanto
549,Surge_7210,Cerulean City,Fire,Charmander,6,40.7,51.9,59.5,188.6,1,4.7,447,34.8,2,0,1,1191,47,19,12,0,5,0,51,3,0,124.0,124.5,2,0,0,0,,73,48,31.8,39.67,7.07,74.23,Water,Kanto
550,Koga_5737,Saffron City,Water,Squirtle,5,41.4,49.2,58.9,239.0,5,2.9,437,53.0,5,1,7,2767,58,9,18,0,2,1,55,6,2,138.3,186.0,5,0,0,0,,141,71,47.0,81.63,15.15,77.14,Psychic,Kanto
551,Jessie_2151,Saffron City,Grass,Bulbasaur,4,44.2,56.1,76.0,296.1,1,3.8,372,53.0,4,1,2,1651,45,7,12,1,2,1,40,4,3,148.6,169.5,5,0,0,0,,139,63,41.7,0.68,76.64,60.56,Psychic,Kanto
552,Morty_2846,Lavender Town,Grass,Bulbasaur,2,53.3,56.4,63.4,240.8,6,7.7,391,70.6,2,1,3,1741,47,14,8,0,3,0,47,4,2,179.1,194.6,6,0,0,0,,91,78,51.7,90.57,52.21,42.59,Ghost,Kanto
553,Casey_3574,Saffron City,Grass,Bulbasaur,5,25.8,36.9,69.2,129.0,2,0.9,194,57.0,3,0,3,1636,24,5,3,1,5,2,20,2,0,144.1,149.4,3,0,0,0,,37,20,13.2,71.07,55.2,8.5,Psychic,Kanto
554,Tracey_4229,Pewter City,Fire,Charmander,5,45.6,46.9,51.9,169.7,3,8.3,163,43.3,3,0,0,2145,22,4,9,1,2,1,28,5,3,170.0,177.5,4,0,0,0,,119,37,24.5,43.16,36.42,18.16,Rock,Kanto
555,Red_9314,Vermilion City,Grass,Bulbasaur,3,29.4,36.1,56.3,217.4,1,1.4,169,31.2,2,1,3,1100,13,4,0,0,0,3,22,3,0,119.8,137.3,1,0,0,0,,91,35,23.2,55.83,15.25,15.37,Electric,Kanto
556,Gary_9847,Saffron City,Grass,Bulbasaur,3,40.6,52.3,79.6,151.1,2,2.4,394,58.2,4,0,4,2217,53,8,13,0,3,0,45,3,2,149.3,152.2,4,0,0,0,,81,50,33.1,34.45,84.58,81.52,Psychic,Kanto
557,Crystal_9812,Cerulean City,Grass,Bulbasaur,4,40.8,41.5,73.2,226.1,3,0.7,559,56.9,3,0,0,2054,75,16,12,1,3,2,73,4,1,182.9,184.8,6,0,0,0,,90,74,49.0,58.93,45.63,91.84,Water,Kanto
558,Morty_4823,Viridian City,Water,Squirtle,2,36.7,39.9,86.2,152.1,3,0.6,501,64.4,3,0,3,1693,41,9,8,0,3,2,58,2,3,157.8,167.4,4,0,0,0,,83,66,43.7,76.5,84.17,87.91,Ground,Kanto
559,Samurai_3084,Cerulean City,Fire,Charmander,3,56.3,68.6,49.8,279.7,3,5.4,531,40.3,3,1,2,1824,64,14,13,0,2,1,63,4,0,131.4,172.6,4,0,0,0,,134,72,47.7,40.06,14.94,93.96,Water,Kanto
560,Blaine_3661,Vermilion City,Fire,Charmander,4,63.1,64.1,40.3,239.8,1,8.2,599,37.6,3,0,1,845,60,16,10,1,0,1,60,4,1,150.6,151.1,4,0,0,0,,167,86,57.0,19.02,12.84,86.1,Electric,Kanto
561,Agatha_6890,Lavender Town,Fire,Charmander,6,33.1,39.8,78.3,222.4,5,1.8,315,37.7,3,1,1,2045,23,8,7,0,1,0,41,3,4,159.0,183.8,2,0,0,0,,97,46,30.5,13.46,56.78,43.18,Ghost,Kanto
562,Giselle_2264,Cinnabar Island,Grass,Bulbasaur,5,27.4,37.2,66.3,108.7,3,1.7,238,55.4,4,0,1,1999,33,3,3,1,3,0,34,4,1,149.7,171.0,3,0,0,0,,102,36,23.8,20.95,69.79,33.0,Fire,Kanto
563,AJ_2797,Fuchsia City,Fire,Charmander,4,32.8,34.2,71.2,299.2,5,1.2,492,68.3,2,1,9,1466,61,11,9,0,1,0,55,5,0,161.7,211.7,5,0,0,0,,116,83,55.0,94.39,54.88,87.59,Poison,Kanto
564,Clair_9412,Fuchsia City,Fire,Charmander,5,27.5,33.7,88.8,117.5,3,1.0,149,57.5,3,0,4,1559,23,9,2,1,1,0,19,4,2,115.6,123.4,4,0,0,0,,59,42,27.8,20.4,82.73,9.2,Poison,Kanto
565,Yellow_4016,Fuchsia City,Water,Squirtle,5,83.1,100.0,65.9,315.6,2,15.0,560,64.8,3,1,1,2082,54,24,17,1,1,0,70,8,1,139.6,156.4,8,1,1,1,582.0,246,55,36.4,43.51,58.16,71.98,Poison,Kanto
566,Koga_5053,Vermilion City,Grass,Bulbasaur,3,32.5,84.4,57.0,214.6,1,1.2,458,48.5,4,0,6,2497,56,11,15,0,2,0,46,4,0,158.6,166.6,3,0,0,0,,65,67,44.4,98.84,9.66,74.15,Electric,Kanto
567,Brock_1673,Pallet Town,Fire,Charmander,5,46.9,50.8,47.8,304.7,1,2.9,494,46.8,3,1,4,1641,56,9,11,0,1,0,54,7,3,153.6,157.9,4,0,0,0,,52,65,43.0,62.79,16.51,78.38,None,Kanto
568,Whitney_8872,Pallet Town,Grass,Bulbasaur,3,17.1,18.3,48.3,179.1,3,1.7,172,52.6,3,1,0,1610,25,4,0,0,4,0,18,0,1,125.1,128.8,1,0,0,0,,122,34,22.5,4.1,15.66,20.17,None,Kanto
569,Whitney_1862,Fuchsia City,Grass,Bulbasaur,4,65.3,69.8,50.3,328.8,6,9.3,608,67.1,3,1,6,2460,65,12,10,1,2,1,56,6,1,174.9,178.1,8,1,1,1,618.0,128,85,56.3,95.52,10.35,99.77,Poison,Kanto
570,Stella_6846,Saffron City,Fire,Charmander,6,24.4,41.7,68.6,121.0,1,0.0,228,48.7,2,0,0,1357,33,5,4,1,2,1,35,4,3,167.3,170.7,2,0,0,0,,37,30,19.9,38.21,48.8,37.09,Psychic,Kanto
571,Bugsy_7620,Fuchsia City,Fire,Charmander,3,47.5,62.0,75.8,190.3,4,7.6,332,67.9,2,0,4,1008,54,10,8,1,1,0,39,4,2,125.5,141.4,6,0,0,0,,122,43,28.5,57.6,92.29,53.44,Poison,Kanto
572,Daisy_1466,Lavender Town,Water,Squirtle,3,28.6,34.5,51.2,147.4,1,3.1,208,39.3,3,1,1,2042,17,7,4,0,2,1,42,1,2,138.4,150.7,2,0,0,0,,70,14,9.3,7.72,9.67,28.63,Ghost,Kanto
573,Gary_9096,Cinnabar Island,Fire,Charmander,3,36.8,37.1,57.3,289.6,2,2.3,561,45.0,1,1,3,713,69,15,15,0,1,0,63,1,3,174.8,186.3,3,0,0,0,,59,71,47.0,57.41,43.85,90.48,Fire,Kanto
574,Morty_3605,Pewter City,Fire,Charmander,1,37.6,43.7,76.2,180.4,3,4.5,231,43.0,3,0,0,1576,29,8,6,0,3,0,42,5,1,119.1,119.3,3,0,0,0,,127,25,16.6,14.94,72.44,23.09,Rock,Kanto
575,Lance_5575,Cerulean City,Grass,Bulbasaur,6,31.2,38.7,61.9,163.8,3,4.3,188,72.4,2,1,4,1122,30,5,4,0,3,0,26,5,3,156.1,162.5,5,0,0,0,,176,38,25.2,71.15,56.92,29.9,Water,Kanto
576,Dario_8550,Lavender Town,Grass,Bulbasaur,5,16.6,22.5,77.3,251.1,3,0.5,188,47.0,2,1,4,1195,18,9,6,0,2,0,32,2,4,135.9,156.4,2,0,0,0,,90,40,26.5,39.68,62.52,31.79,Ghost,Kanto
577,Karen_4142,Cerulean City,Fire,Charmander,4,31.8,41.1,42.9,191.8,3,0.3,532,31.9,2,0,3,1167,69,11,8,0,2,2,61,3,1,169.4,171.8,1,0,0,0,,7,71,47.0,45.09,7.34,80.04,Water,Kanto
578,Samurai_7389,Viridian City,Water,Squirtle,6,29.6,44.5,52.8,171.7,2,0.9,260,32.8,2,0,0,1054,40,7,6,0,2,0,36,5,0,139.4,165.8,2,0,0,0,,74,30,19.9,65.08,41.38,41.77,Ground,Kanto
579,AJ_8360,Pallet Town,Grass,Bulbasaur,2,33.0,36.1,50.2,151.4,3,0.5,234,22.5,3,0,1,1594,32,6,6,0,1,1,36,2,0,131.9,143.6,1,0,0,0,,44,16,10.6,49.04,10.13,35.23,None,Kanto
580,Clair_6080,Viridian City,Water,Squirtle,4,30.3,35.0,56.6,146.1,3,0.3,123,32.5,2,0,1,565,32,4,11,0,2,1,24,3,0,139.5,153.4,2,0,0,0,,122,25,16.6,22.19,14.75,19.57,Ground,Kanto
581,Surge_5223,Pallet Town,Fire,Charmander,2,39.2,40.8,80.8,262.4,4,0.5,510,77.8,3,1,6,1958,54,13,7,1,2,1,58,5,1,176.8,215.8,6,0,0,0,,85,78,51.7,90.71,64.8,85.22,None,Kanto
582,Aya_7060,Cinnabar Island,Fire,Charmander,5,39.8,54.6,81.2,172.3,5,3.8,271,84.6,3,1,3,1448,39,10,10,0,1,2,36,6,1,153.8,172.8,6,0,0,0,,43,49,32.5,85.08,99.43,39.83,Fire,Kanto
583,Bill_8783,Fuchsia City,Water,Squirtle,2,31.1,31.8,53.9,217.5,2,3.2,82,38.3,3,1,0,1979,25,2,7,0,2,1,8,2,1,110.2,115.2,1,0,0,0,,104,9,6.0,31.65,42.53,8.72,Poison,Kanto
584,Dario_6927,Cinnabar Island,Grass,Bulbasaur,4,29.7,32.7,83.8,298.9,1,3.2,509,59.7,2,1,2,1618,38,15,11,0,2,0,62,1,1,149.9,166.8,4,0,0,0,,64,78,51.7,37.92,86.97,80.77,Fire,Kanto
585,Blaine_4531,Pewter City,Water,Squirtle,5,36.4,37.6,55.8,200.1,1,0.7,410,35.6,3,0,3,1957,53,8,9,1,4,1,49,2,0,121.3,139.2,3,0,0,0,,62,50,33.1,64.0,4.85,83.66,Rock,Kanto
586,Blaine_5924,Lavender Town,Fire,Charmander,6,51.8,56.2,90.1,215.7,2,7.9,503,67.0,4,0,0,1921,51,8,9,1,3,2,67,5,0,161.0,175.5,6,0,0,0,,97,85,56.3,8.43,93.66,57.69,Ghost,Kanto
587,Jasmine_2338,Celadon City,Fire,Charmander,1,32.1,38.1,53.9,160.4,1,3.7,321,44.9,3,0,2,1537,27,10,0,0,1,1,37,2,0,124.9,125.3,3,0,0,0,,41,36,23.8,25.39,50.54,36.47,Grass,Kanto
588,Aya_4792,Fuchsia City,Grass,Bulbasaur,6,49.4,51.6,77.5,295.6,2,3.6,557,65.3,2,1,4,802,68,5,16,0,4,0,74,6,1,183.6,198.3,6,0,0,0,,132,83,55.0,78.91,81.71,99.21,Poison,Kanto
589,Surge_4693,Pallet Town,Fire,Charmander,5,31.9,37.7,67.2,222.1,4,1.8,451,63.7,3,1,8,1255,51,10,15,0,1,3,47,4,0,178.8,191.1,5,0,0,0,,92,71,47.0,86.36,75.14,67.54,None,Kanto
590,Giovanni_7067,Celadon City,Fire,Charmander,6,22.4,29.7,39.4,188.7,1,1.6,141,41.0,3,0,3,1737,26,3,5,0,2,1,19,5,1,159.1,180.4,1,0,0,0,,100,20,13.2,75.87,4.03,5.42,Grass,Kanto
591,Jasmine_3837,Vermilion City,Fire,Charmander,4,44.0,48.0,58.1,220.4,2,5.0,479,44.0,2,1,1,930,55,13,11,1,2,1,59,5,1,138.0,138.8,4,0,0,0,,115,57,37.7,28.12,2.54,80.8,Electric,Kanto
592,Koji_8864,Pewter City,Water,Squirtle,3,35.3,41.3,40.4,214.5,3,4.8,223,45.0,1,1,1,325,27,4,7,0,2,0,19,5,1,162.4,171.1,3,0,0,0,,101,34,22.5,50.88,5.24,26.13,Rock,Kanto
593,Erika_1771,Vermilion City,Water,Squirtle,6,47.7,68.2,60.9,219.8,2,1.4,520,35.7,4,0,1,2061,59,15,12,0,4,2,62,3,0,150.0,152.0,3,0,0,0,,49,62,41.1,19.76,20.21,92.31,Electric,Kanto
594,Green_4292,Vermilion City,Grass,Bulbasaur,5,47.4,54.9,58.5,301.7,1,7.0,397,70.9,3,1,8,1882,52,8,14,1,3,0,45,9,2,148.6,149.9,5,0,0,0,,117,78,51.7,87.31,47.89,52.33,Electric,Kanto
595,Misty_7396,Cinnabar Island,Grass,Bulbasaur,5,66.6,69.7,78.1,286.5,3,7.9,590,78.6,2,1,7,1231,68,18,9,0,0,1,67,6,1,157.5,166.7,7,0,0,0,,156,77,51.0,83.85,70.35,86.09,Fire,Kanto
596,AJ_1550,Celadon City,Grass,Bulbasaur,5,22.2,49.2,65.5,149.8,3,1.7,50,41.9,5,1,0,2576,21,2,2,1,2,2,15,5,2,93.4,114.7,2,0,0,0,,65,26,17.2,4.53,65.28,3.64,Grass,Kanto
597,AJ_5313,Cerulean City,Water,Squirtle,6,40.4,47.3,81.2,266.1,2,6.1,247,52.6,3,1,0,1880,43,6,9,0,2,0,35,7,1,111.2,121.2,4,0,0,0,,151,41,27.2,14.91,74.93,39.71,Water,Kanto
598,Surge_5895,Cinnabar Island,Fire,Charmander,6,29.7,54.3,49.8,122.8,2,2.1,207,39.3,3,0,5,1879,22,7,4,0,4,0,27,4,0,134.6,174.6,2,0,0,0,,70,48,31.8,55.59,15.94,38.04,Fire,Kanto
599,Chuck_9130,Saffron City,Fire,Charmander,5,26.9,28.1,65.0,136.0,2,1.2,94,50.3,2,0,1,877,24,2,0,0,4,0,13,10,1,139.1,154.1,3,0,0,0,,133,5,3.3,38.23,33.87,7.28,Psychic,Kanto
600,Jasmine_7795,Pallet Town,Water,Squirtle,1,32.6,38.0,38.4,259.4,1,0.5,403,37.6,2,1,0,1578,56,8,8,0,2,0,42,2,0,111.3,130.2,2,0,0,0,,69,46,30.5,4.07,29.7,72.12,None,Kanto
601,Samurai_5766,Vermilion City,Fire,Charmander,5,29.7,29.7,65.7,117.1,4,3.0,170,49.9,3,0,7,1914,17,5,6,1,1,0,19,5,3,165.9,189.2,4,0,0,0,,145,52,34.4,76.73,21.17,3.09,Electric,Kanto
602,Duplica_6607,Viridian City,Grass,Bulbasaur,6,24.8,25.4,82.5,142.3,3,0.7,304,58.8,2,0,1,1180,37,6,8,0,2,0,36,4,1,159.4,168.3,4,0,0,0,,123,40,26.5,21.58,79.45,44.16,Ground,Kanto
