trainer_id,battle_round,opponent,opponent_type,team_level,strategy_score,type_coverage,fatigue,morale,pokemon_health_entering,item_used,item_type,battle_won,damage_taken,damage_dealt,turns,still_in_tournament
67,3,Agatha,Ghost,45,51.4,6,26.59,95.93,60.3,0,none,1,17.8,29.7,10,1
67,4,Lance,Dragon,45,51.4,6,38.76,99.4,42.5,0,none,1,25.0,39.6,6,1
68,1,Lorelei,Ice,52,60.9,3,0.0,68.77,100.0,0,none,1,27.6,44.1,6,1
68,2,Bruno,Fighting,52,60.9,3,9.29,86.81,72.4,0,none,1,15.7,33.3,9,1
68,3,Agatha,Ghost,52,60.9,3,18.17,100.0,56.7,0,none,1,20.9,22.7,5,1
68,4,Lance,Dragon,52,60.9,3,23.49,100.0,75.8,1,revive,1,19.8,59.4,6,1
69,1,Lorelei,Ice,45,68.0,4,0.0,76.11,100.0,0,none,1,9.1,38.0,4,1
69,2,Bruno,Fighting,45,68.0,4,11.83,86.46,90.9,0,none,1,11.5,27.0,7,1
69,3,Agatha,Ghost,45,68.0,4,23.71,100.0,79.4,0,none,1,39.8,42.6,7,1
69,4,Lance,Dragon,45,68.0,4,34.36,100.0,39.6,0,none,1,45.0,50.2,12,1
70,1,Lorelei,Ice,68,67.7,2,0.0,97.83,100.0,0,none,1,24.2,49.3,4,1
70,2,Bruno,Fighting,68,67.7,2,7.22,100.0,75.8,0,none,1,33.8,41.4,4,1
70,3,Agatha,Ghost,68,67.7,2,17.76,100.0,42.0,0,none,1,39.6,49.9,5,1
70,4,Lance,Dragon,68,67.7,2,21.84,100.0,2.4,0,none,1,52.5,49.8,6,1
71,1,Lorelei,Ice,56,67.2,2,0.0,82.28,100.0,0,none,1,0.0,51.9,7,1
71,2,Bruno,Fighting,56,67.2,2,14.37,90.26,100.0,0,none,1,9.2,33.4,8,1
71,3,Agatha,Ghost,56,67.2,2,24.78,98.89,90.8,0,none,1,17.7,37.2,9,1
71,4,Lance,Dragon,56,67.2,2,31.3,100.0,73.1,0,none,1,27.2,37.5,6,1
72,1,Lorelei,Ice,71,62.4,2,0.0,63.11,100.0,0,none,1,28.5,47.2,3,1
72,2,Bruno,Fighting,71,62.4,2,8.94,85.0,71.5,0,none,1,22.5,43.2,4,1
72,3,Agatha,Ghost,71,62.4,2,17.45,100.0,49.0,0,none,1,25.6,51.3,8,1
72,4,Lance,Dragon,71,62.4,2,31.12,100.0,23.4,0,none,1,26.1,53.0,6,1
73,1,Lorelei,Ice,56,48.3,1,0.0,60.37,100.0,0,none,1,11.5,46.5,11,1
73,2,Bruno,Fighting,56,48.3,1,10.21,68.27,88.5,0,none,1,1.3,45.9,6,1
73,3,Agatha,Ghost,56,48.3,1,27.0,79.11,87.2,0,none,1,16.8,28.5,9,1
73,4,Lance,Dragon,56,48.3,1,33.53,93.59,70.4,0,none,1,34.1,32.7,5,1
74,1,Lorelei,Ice,68,62.9,5,0.0,60.49,100.0,0,none,1,22.1,46.2,7,1
74,2,Bruno,Fighting,68,62.9,5,8.97,67.03,77.9,0,none,1,32.2,36.0,11,1
74,3,Agatha,Ghost,68,62.9,5,18.93,79.74,45.7,0,none,1,38.8,37.6,5,1
74,4,Lance,Dragon,68,62.9,5,26.72,97.42,6.9,0,none,0,43.5,36.8,8,1
75,1,Lorelei,Ice,48,70.4,6,0.0,71.13,100.0,0,none,1,8.3,48.7,6,1
75,2,Bruno,Fighting,48,70.4,6,12.21,92.84,91.7,0,none,1,24.0,30.2,9,1
75,3,Agatha,Ghost,48,70.4,6,20.78,100.0,67.7,0,none,1,24.4,40.6,2,1
75,4,Lance,Dragon,48,70.4,6,28.6,100.0,43.3,0,none,1,20.8,46.2,9,1
76,1,Lorelei,Ice,68,73.6,3,0.0,66.79,100.0,0,none,1,9.8,50.0,7,1
76,2,Bruno,Fighting,68,73.6,3,4.86,75.86,90.2,0,none,1,17.3,55.2,9,1
76,3,Agatha,Ghost,68,73.6,3,13.49,93.95,72.9,0,none,1,29.2,50.3,6,1
76,4,Lance,Dragon,68,73.6,3,25.09,100.0,43.7,0,none,1,52.3,44.1,5,1
77,1,Lorelei,Ice,39,72.7,6,0.0,66.31,100.0,0,none,1,21.9,31.8,8,1
77,2,Bruno,Fighting,39,72.7,6,12.38,76.17,78.1,0,none,0,5.1,45.8,2,1
77,3,Agatha,Ghost,39,72.7,6,28.82,52.54,73.0,0,none,0,0.0,0.0,0,0
77,4,Lance,Dragon,39,72.7,6,28.82,52.54,73.0,0,none,0,0.0,0.0,0,0
78,1,Lorelei,Ice,46,70.3,3,0.0,76.48,100.0,0,none,1,22.5,48.1,9,1
78,2,Bruno,Fighting,46,70.3,3,10.27,91.87,77.5,0,none,1,9.8,37.1,7,1
78,3,Agatha,Ghost,46,70.3,3,18.69,100.0,67.7,0,none,1,32.7,48.3,8,1
78,4,Lance,Dragon,46,70.3,3,31.77,100.0,35.0,0,none,1,32.6,38.7,9,1
79,1,Lorelei,Ice,45,70.0,1,0.0,72.42,100.0,0,none,1,0.0,43.5,9,1
79,2,Bruno,Fighting,45,70.0,1,7.94,82.77,100.0,0,none,1,15.6,66.3,5,1
79,3,Agatha,Ghost,45,70.0,1,18.98,94.26,84.4,0,none,1,30.3,42.7,11,1
79,4,Lance,Dragon,45,70.0,1,23.61,100.0,54.1,0,none,1,20.1,58.9,7,1
80,1,Lorelei,Ice,68,45.9,6,0.0,67.7,100.0,0,none,1,16.6,27.6,7,1
80,2,Bruno,Fighting,68,45.9,6,6.15,80.19,83.4,0,none,1,3.2,50.8,4,1
80,3,Agatha,Ghost,68,45.9,6,23.16,95.37,80.2,0,none,1,23.1,46.0,5,1
80,4,Lance,Dragon,68,45.9,6,28.86,100.0,57.1,0,none,1,24.8,47.4,7,1
81,1,Lorelei,Ice,57,69.1,6,0.0,50.35,100.0,0,none,1,20.2,50.6,8,1
81,2,Bruno,Fighting,57,69.1,6,14.26,57.12,79.8,0,none,1,42.5,35.2,2,1
81,3,Agatha,Ghost,57,69.1,6,31.58,70.78,37.3,0,none,1,31.4,53.6,13,1
81,4,Lance,Dragon,57,69.1,6,36.54,89.09,5.9,0,none,1,25.6,42.4,11,1
82,1,Lorelei,Ice,48,66.3,1,0.0,51.65,100.0,0,none,1,17.2,31.7,8,1
82,2,Bruno,Fighting,48,66.3,1,12.4,60.69,82.8,0,none,1,18.5,32.9,2,1
82,3,Agatha,Ghost,48,66.3,1,22.49,75.56,64.3,0,none,1,28.2,55.7,6,1
82,4,Lance,Dragon,48,66.3,1,38.39,89.52,36.1,0,none,0,35.4,41.5,8,1
83,1,Lorelei,Ice,44,41.7,3,0.0,76.11,100.0,0,none,1,31.5,34.7,5,1
83,2,Bruno,Fighting,44,41.7,3,11.26,92.35,68.5,0,none,1,16.4,32.2,10,1
83,3,Agatha,Ghost,44,41.7,3,26.11,100.0,52.1,0,none,1,19.2,46.3,7,1
83,4,Lance,Dragon,44,41.7,3,37.49,100.0,32.9,0,none,0,31.3,38.3,13,1
84,1,Lorelei,Ice,57,71.1,2,0.0,63.78,100.0,1,potion,1,19.5,34.1,6,1
84,2,Bruno,Fighting,57,71.1,2,7.48,77.4,80.5,0,none,1,29.8,61.8,1,1
84,3,Agatha,Ghost,57,71.1,2,19.91,89.73,50.7,0,none,1,18.2,45.7,6,1
84,4,Lance,Dragon,57,71.1,2,30.26,100.0,32.5,0,none,1,32.9,50.7,4,1
85,1,Lorelei,Ice,53,44.1,3,0.0,52.96,100.0,0,none,1,23.4,33.2,6,1
85,2,Bruno,Fighting,53,44.1,3,4.8,68.16,76.6,1,x_attack,1,18.6,66.6,4,1
85,3,Agatha,Ghost,53,44.1,3,18.84,76.64,58.0,0,none,1,36.8,48.6,5,1
85,4,Lance,Dragon,53,44.1,3,25.36,87.03,21.2,1,x_attack,1,35.1,63.7,6,1
86,1,Lorelei,Ice,50,77.4,1,0.0,60.7,100.0,0,none,1,0.0,45.7,7,1
86,2,Bruno,Fighting,50,77.4,1,11.98,79.33,100.0,0,none,1,18.8,44.5,5,1
86,3,Agatha,Ghost,50,77.4,1,20.16,98.43,81.2,0,none,1,34.6,35.8,7,1
86,4,Lance,Dragon,50,77.4,1,32.35,100.0,46.6,1,x_attack,1,38.5,43.6,7,1
87,1,Lorelei,Ice,42,46.8,2,0.0,86.22,100.0,0,none,1,19.5,24.1,6,1
87,2,Bruno,Fighting,42,46.8,2,9.68,100.0,80.5,0,none,1,16.9,18.5,7,1
87,3,Agatha,Ghost,42,46.8,2,16.36,100.0,63.6,0,none,1,26.4,44.0,5,1
87,4,Lance,Dragon,42,46.8,2,18.7,100.0,37.2,0,none,1,29.5,36.6,7,1
88,1,Lorelei,Ice,61,63.1,6,0.0,82.1,100.0,0,none,1,6.4,28.6,5,1
88,2,Bruno,Fighting,61,63.1,6,8.93,93.53,93.6,0,none,1,18.6,61.9,3,1
88,3,Agatha,Ghost,61,63.1,6,16.96,100.0,75.0,0,none,1,33.6,41.7,6,1
88,4,Lance,Dragon,61,63.1,6,24.59,100.0,41.4,0,none,1,26.2,44.3,3,1
89,1,Lorelei,Ice,72,73.5,6,0.0,63.62,100.0,0,none,1,3.6,64.7,4,1
89,2,Bruno,Fighting,72,73.5,6,8.84,86.27,96.4,0,none,1,13.7,34.4,4,1
89,3,Agatha,Ghost,72,73.5,6,12.37,99.95,82.7,0,none,1,45.5,56.5,8,1
89,4,Lance,Dragon,72,73.5,6,19.49,100.0,37.2,0,none,1,31.7,47.5,5,1
90,1,Lorelei,Ice,42,84.8,4,0.0,41.99,100.0,0,none,0,16.3,29.0,6,1
90,2,Bruno,Fighting,42,84.8,4,22.27,20.79,83.7,0,none,0,0.0,0.0,0,0
90,3,Agatha,Ghost,42,84.8,4,22.27,20.79,83.7,0,none,0,0.0,0.0,0,0
90,4,Lance,Dragon,42,84.8,4,22.27,20.79,83.7,0,none,0,0.0,0.0,0,0
91,1,Lorelei,Ice,53,53.6,4,0.0,66.41,100.0,0,none,1,11.8,53.4,3,1
91,2,Bruno,Fighting,53,53.6,4,8.57,83.77,88.2,0,none,1,26.0,33.6,4,1
91,3,Agatha,Ghost,53,53.6,4,17.81,98.79,62.2,0,none,1,4.4,42.4,10,1
91,4,Lance,Dragon,53,53.6,4,28.73,100.0,57.8,0,none,1,42.1,48.1,5,1
92,1,Lorelei,Ice,54,82.8,4,0.0,75.75,100.0,0,none,1,4.6,32.5,6,1
92,2,Bruno,Fighting,54,82.8,4,15.19,94.25,95.4,0,none,1,6.4,47.5,4,1
92,3,Agatha,Ghost,54,82.8,4,29.83,100.0,89.0,0,none,1,26.7,32.4,15,1
92,4,Lance,Dragon,54,82.8,4,38.63,100.0,62.3,0,none,1,16.4,41.5,2,1
93,1,Lorelei,Ice,67,57.9,6,0.0,80.02,100.0,0,none,1,34.5,53.4,4,1
93,2,Bruno,Fighting,67,57.9,6,10.13,83.51,65.5,0,none,1,10.6,39.9,5,1
93,3,Agatha,Ghost,67,57.9,6,16.09,95.53,54.9,0,none,1,12.3,63.5,10,1
93,4,Lance,Dragon,67,57.9,6,29.73,100.0,82.6,1,revive,1,23.7,55.9,4,1
94,1,Lorelei,Ice,49,60.9,1,0.0,62.21,100.0,0,none,1,28.9,50.1,7,1
94,2,Bruno,Fighting,49,60.9,1,11.65,86.28,71.1,0,none,0,14.3,45.6,5,1
94,3,Agatha,Ghost,49,60.9,1,23.49,65.33,56.8,0,none,0,0.0,0.0,0,0
94,4,Lance,Dragon,49,60.9,1,23.49,65.33,56.8,0,none,0,0.0,0.0,0,0
95,1,Lorelei,Ice,46,41.9,4,0.0,57.81,100.0,0,none,1,20.4,37.4,3,1
95,2,Bruno,Fighting,46,41.9,4,8.11,70.94,79.6,0,none,1,20.8,25.6,10,1
95,3,Agatha,Ghost,46,41.9,4,13.38,95.44,58.8,0,none,1,24.0,13.9,8,1
95,4,Lance,Dragon,46,41.9,4,19.53,100.0,34.8,0,none,1,26.3,21.5,3,1
96,1,Lorelei,Ice,63,53.6,3,0.0,73.75,100.0,0,none,1,19.2,25.7,4,1
96,2,Bruno,Fighting,63,53.6,3,9.94,87.26,80.8,0,none,1,31.9,53.7,11,1
96,3,Agatha,Ghost,63,53.6,3,19.19,99.13,48.9,0,none,1,23.2,38.9,7,1
96,4,Lance,Dragon,63,53.6,3,27.38,100.0,25.7,0,none,1,39.8,42.2,9,1
97,1,Lorelei,Ice,66,48.3,6,0.0,76.44,100.0,0,none,1,29.0,45.7,10,1
97,2,Bruno,Fighting,66,48.3,6,2.25,89.44,71.0,0,none,1,26.3,53.9,8,1
97,3,Agatha,Ghost,66,48.3,6,8.41,100.0,44.7,0,none,1,26.6,33.7,1,1
97,4,Lance,Dragon,66,48.3,6,19.41,100.0,78.1,1,full_restore,1,29.3,57.7,6,1
98,1,Lorelei,Ice,65,60.5,2,0.0,57.61,100.0,0,none,1,9.5,45.1,16,1
98,2,Bruno,Fighting,65,60.5,2,11.77,73.57,90.5,0,none,1,24.5,39.9,4,1
98,3,Agatha,Ghost,65,60.5,2,20.43,88.82,66.0,0,none,0,20.5,36.0,11,1
98,4,Lance,Dragon,65,60.5,2,38.58,58.43,45.5,0,none,0,0.0,0.0,0,0
99,1,Lorelei,Ice,35,51.0,5,0.0,73.09,100.0,0,none,1,31.4,12.1,7,1
99,2,Bruno,Fighting,35,51.0,5,7.91,77.57,68.6,0,none,1,33.1,35.0,9,1
99,3,Agatha,Ghost,35,51.0,5,20.44,88.06,35.5,0,none,1,24.2,32.9,7,1
99,4,Lance,Dragon,35,51.0,5,27.14,93.36,11.3,0,none,1,33.2,30.2,7,1
100,1,Lorelei,Ice,45,57.1,6,0.0,70.16,100.0,0,none,1,7.0,41.2,4,1
100,2,Bruno,Fighting,45,57.1,6,10.82,83.82,93.0,0,none,1,13.0,40.1,5,1
100,3,Agatha,Ghost,45,57.1,6,20.07,100.0,80.0,0,none,1,28.1,43.7,7,1
100,4,Lance,Dragon,45,57.1,6,29.81,100.0,51.9,0,none,1,30.2,45.3,7,1
101,1,Lorelei,Ice,51,52.2,2,0.0,65.71,100.0,0,none,1,20.2,40.4,7,1
101,2,Bruno,Fighting,51,52.2,2,4.26,81.65,79.8,0,none,1,31.9,32.3,5,1
101,3,Agatha,Ghost,51,52.2,2,15.89,94.08,47.9,0,none,1,17.2,34.9,5,1
101,4,Lance,Dragon,51,52.2,2,24.05,100.0,70.7,1,revive,1,50.4,44.9,7,1
102,1,Lorelei,Ice,51,38.0,4,0.0,74.44,100.0,0,none,1,14.2,29.6,3,1
102,2,Bruno,Fighting,51,38.0,4,5.79,89.96,85.8,0,none,1,16.1,30.0,4,1
102,3,Agatha,Ghost,51,38.0,4,13.46,100.0,69.7,0,none,1,15.5,42.9,5,1
102,4,Lance,Dragon,51,38.0,4,25.71,100.0,54.2,0,none,1,42.3,41.9,8,1
103,1,Lorelei,Ice,53,62.0,6,0.0,69.84,100.0,0,none,1,9.5,41.4,5,1
103,2,Bruno,Fighting,53,62.0,6,8.71,78.04,90.5,0,none,1,34.2,54.8,7,1
103,3,Agatha,Ghost,53,62.0,6,19.67,88.54,56.3,0,none,1,22.6,45.1,6,1
103,4,Lance,Dragon,53,62.0,6,31.54,97.17,73.7,1,revive,1,26.7,37.2,4,1
104,1,Lorelei,Ice,53,43.3,3,0.0,50.42,100.0,0,none,1,24.9,33.9,6,1
104,2,Bruno,Fighting,53,43.3,3,11.52,52.99,75.1,0,none,1,23.4,54.4,8,1
104,3,Agatha,Ghost,53,43.3,3,21.4,73.32,51.7,0,none,0,29.6,48.9,9,1
104,4,Lance,Dragon,53,43.3,3,33.83,57.67,22.1,0,none,0,0.0,0.0,0,0
105,1,Lorelei,Ice,53,54.7,5,0.0,62.24,100.0,0,none,1,29.4,31.5,6,1
105,2,Bruno,Fighting,53,54.7,5,13.35,82.41,70.6,0,none,1,38.0,31.9,4,1
105,3,Agatha,Ghost,53,54.7,5,28.58,96.12,32.6,0,none,0,28.2,62.4,4,1
105,4,Lance,Dragon,53,54.7,5,38.08,69.72,4.4,0,none,0,0.0,0.0,0,0
106,1,Lorelei,Ice,55,68.4,2,0.0,69.54,100.0,0,none,1,32.3,48.5,7,1
106,2,Bruno,Fighting,55,68.4,2,13.0,75.91,67.7,0,none,1,22.6,42.5,3,1
106,3,Agatha,Ghost,55,68.4,2,25.22,97.35,45.1,0,none,1,13.7,53.3,9,1
106,4,Lance,Dragon,55,68.4,2,27.81,100.0,31.4,0,none,1,38.7,60.5,8,1
107,1,Lorelei,Ice,53,57.4,4,0.0,70.46,100.0,0,none,1,19.9,51.1,4,1
107,2,Bruno,Fighting,53,57.4,4,10.38,89.14,80.1,0,none,1,19.0,45.6,9,1
107,3,Agatha,Ghost,53,57.4,4,23.92,100.0,61.1,0,none,1,36.7,38.7,4,1
107,4,Lance,Dragon,53,57.4,4,31.16,100.0,24.4,0,none,0,16.6,40.1,1,1
108,1,Lorelei,Ice,65,47.4,2,0.0,63.98,100.0,0,none,1,27.6,58.0,5,1
108,2,Bruno,Fighting,65,47.4,2,12.83,78.51,72.4,0,none,1,2.2,41.7,10,1
108,3,Agatha,Ghost,65,47.4,2,29.92,99.02,70.2,0,none,1,30.9,51.4,4,1
108,4,Lance,Dragon,65,47.4,2,41.94,100.0,39.3,0,none,0,36.8,63.3,9,1
109,1,Lorelei,Ice,63,77.6,6,0.0,68.78,100.0,0,none,1,13.7,33.9,9,1
109,2,Bruno,Fighting,63,77.6,6,11.31,89.86,86.3,0,none,1,18.6,37.0,4,1
109,3,Agatha,Ghost,63,77.6,6,25.32,99.58,67.7,0,none,1,16.4,48.3,4,1
109,4,Lance,Dragon,63,77.6,6,37.09,100.0,51.3,0,none,1,22.3,41.3,5,1
110,1,Lorelei,Ice,51,63.8,2,0.0,57.44,100.0,0,none,1,16.9,45.5,11,1
110,2,Bruno,Fighting,51,63.8,2,15.2,68.71,83.1,0,none,0,17.6,34.4,6,1
110,3,Agatha,Ghost,51,63.8,2,31.1,38.92,65.5,0,none,0,0.0,0.0,0,0
110,4,Lance,Dragon,51,63.8,2,31.1,38.92,65.5,0,none,0,0.0,0.0,0,0
111,1,Lorelei,Ice,52,44.8,4,0.0,75.37,100.0,0,none,1,20.4,58.8,8,1
111,2,Bruno,Fighting,52,44.8,4,16.87,87.64,79.6,0,none,1,26.4,41.8,6,1
111,3,Agatha,Ghost,52,44.8,4,30.01,100.0,53.2,0,none,0,22.8,37.0,8,1
111,4,Lance,Dragon,52,44.8,4,44.69,76.8,30.4,0,none,0,0.0,0.0,0,0
112,1,Lorelei,Ice,61,86.8,4,0.0,47.91,100.0,0,none,1,25.0,51.4,5,1
112,2,Bruno,Fighting,61,86.8,4,7.21,67.29,75.0,0,none,1,0.7,39.8,6,1
112,3,Agatha,Ghost,61,86.8,4,18.27,84.08,74.3,0,none,1,1.2,49.0,8,1
112,4,Lance,Dragon,61,86.8,4,25.74,98.68,73.1,0,none,1,33.7,43.5,11,1
113,1,Lorelei,Ice,60,69.7,4,0.0,83.48,100.0,0,none,1,15.8,45.7,7,1
113,2,Bruno,Fighting,60,69.7,4,8.07,100.0,84.2,0,none,1,22.5,23.9,2,1
113,3,Agatha,Ghost,60,69.7,4,17.34,100.0,61.7,0,none,1,19.3,43.9,9,1
113,4,Lance,Dragon,60,69.7,4,25.33,100.0,42.4,0,none,1,23.3,53.2,12,1
114,1,Lorelei,Ice,60,45.9,2,0.0,61.3,100.0,0,none,1,10.5,33.3,8,1
114,2,Bruno,Fighting,60,45.9,2,9.85,85.46,89.5,0,none,1,22.5,27.2,9,1
114,3,Agatha,Ghost,60,45.9,2,21.54,98.46,67.0,0,none,1,36.3,51.4,9,1
114,4,Lance,Dragon,60,45.9,2,34.51,100.0,30.7,0,none,0,26.9,35.3,4,1
115,1,Lorelei,Ice,63,38.2,2,0.0,69.83,100.0,0,none,1,17.8,49.7,2,1
115,2,Bruno,Fighting,63,38.2,2,6.42,83.84,82.2,0,none,1,2.4,23.6,9,1
115,3,Agatha,Ghost,63,38.2,2,9.9,100.0,79.8,0,none,1,34.3,41.3,6,1
115,4,Lance,Dragon,63,38.2,2,21.42,100.0,45.5,0,none,1,37.7,51.6,7,1
116,1,Lorelei,Ice,57,37.9,2,0.0,73.27,100.0,0,none,1,7.3,42.8,8,1
116,2,Bruno,Fighting,57,37.9,2,12.87,80.68,92.7,0,none,1,17.8,34.5,8,1
116,3,Agatha,Ghost,57,37.9,2,22.89,90.78,74.9,0,none,1,28.5,45.0,4,1
116,4,Lance,Dragon,57,37.9,2,28.02,100.0,46.4,0,none,0,26.3,44.5,4,1
117,1,Lorelei,Ice,50,51.0,5,0.0,55.23,100.0,0,none,1,14.9,27.6,6,1
117,2,Bruno,Fighting,50,51.0,5,9.92,66.71,85.1,0,none,1,27.0,36.9,2,1
117,3,Agatha,Ghost,50,51.0,5,21.0,81.08,100.0,1,full_restore,1,29.4,30.5,5,1
117,4,Lance,Dragon,50,51.0,5,28.51,91.99,70.6,0,none,1,42.5,44.9,13,1
118,1,Lorelei,Ice,53,66.6,3,0.0,74.23,100.0,0,none,1,16.5,31.0,9,1
118,2,Bruno,Fighting,53,66.6,3,11.34,82.23,83.5,0,none,1,45.0,42.9,5,1
118,3,Agatha,Ghost,53,66.6,3,17.73,100.0,38.5,0,none,1,19.5,59.1,9,1
118,4,Lance,Dragon,53,66.6,3,29.68,100.0,19.0,0,none,1,19.0,27.0,6,1
119,1,Lorelei,Ice,66,59.0,6,0.0,77.35,100.0,0,none,1,17.3,34.4,2,1
119,2,Bruno,Fighting,66,59.0,6,10.58,95.97,82.7,0,none,1,21.8,26.1,7,1
119,3,Agatha,Ghost,66,59.0,6,21.15,100.0,100.0,1,full_restore,1,14.1,36.8,7,1
119,4,Lance,Dragon,66,59.0,6,32.38,100.0,85.9,0,none,1,45.3,54.6,6,1
120,1,Lorelei,Ice,68,60.6,2,0.0,74.33,100.0,0,none,1,8.4,47.5,6,1
120,2,Bruno,Fighting,68,60.6,2,5.47,83.12,91.6,0,none,1,25.9,50.5,11,1
120,3,Agatha,Ghost,68,60.6,2,11.26,100.0,65.7,0,none,1,26.8,44.8,1,1
120,4,Lance,Dragon,68,60.6,2,20.59,100.0,38.9,0,none,1,35.4,43.6,13,1
121,1,Lorelei,Ice,49,63.6,2,0.0,43.51,100.0,0,none,0,11.4,47.5,5,1
121,2,Bruno,Fighting,49,63.6,2,15.85,29.75,88.6,0,none,0,0.0,0.0,0,0
121,3,Agatha,Ghost,49,63.6,2,15.85,29.75,88.6,0,none,0,0.0,0.0,0,0
121,4,Lance,Dragon,49,63.6,2,15.85,29.75,88.6,0,none,0,0.0,0.0,0,0
122,1,Lorelei,Ice,58,59.8,6,0.0,61.16,100.0,1,potion,1,26.3,43.3,4,1
122,2,Bruno,Fighting,58,59.8,6,3.58,82.5,73.7,0,none,1,21.6,68.5,5,1
122,3,Agatha,Ghost,58,59.8,6,11.51,100.0,52.1,1,x_attack,1,36.7,43.1,6,1
122,4,Lance,Dragon,58,59.8,6,23.81,100.0,15.4,1,x_attack,1,25.3,55.0,12,1
123,1,Lorelei,Ice,61,59.2,6,0.0,71.63,100.0,0,none,1,11.7,54.1,13,1
123,2,Bruno,Fighting,61,59.2,6,8.99,84.34,88.3,0,none,1,25.1,42.4,5,1
123,3,Agatha,Ghost,61,59.2,6,20.79,95.25,63.2,0,none,1,4.2,41.6,4,1
123,4,Lance,Dragon,61,59.2,6,30.9,100.0,59.0,0,none,1,28.0,54.2,8,1
124,1,Lorelei,Ice,65,73.6,5,0.0,87.83,100.0,0,none,1,33.9,38.2,4,1
124,2,Bruno,Fighting,65,73.6,5,16.09,97.84,66.1,0,none,1,31.3,44.0,7,1
124,3,Agatha,Ghost,65,73.6,5,24.33,100.0,34.8,0,none,1,27.6,57.5,11,1
124,4,Lance,Dragon,65,73.6,5,32.62,100.0,7.2,0,none,1,28.1,51.8,5,1
125,1,Lorelei,Ice,52,62.8,1,0.0,74.39,100.0,0,none,1,17.0,41.1,4,1
125,2,Bruno,Fighting,52,62.8,1,14.45,90.42,83.0,0,none,1,16.3,48.8,6,1
125,3,Agatha,Ghost,52,62.8,1,24.04,100.0,66.7,0,none,1,34.4,47.4,9,1
125,4,Lance,Dragon,52,62.8,1,33.42,100.0,32.3,1,x_attack,0,32.8,32.7,6,1
126,1,Lorelei,Ice,61,45.8,3,0.0,80.87,100.0,0,none,1,8.4,46.6,4,1
126,2,Bruno,Fighting,61,45.8,3,10.51,94.63,91.6,0,none,1,11.7,30.7,9,1
126,3,Agatha,Ghost,61,45.8,3,18.86,100.0,79.9,0,none,1,20.4,42.7,7,1
126,4,Lance,Dragon,61,45.8,3,30.62,100.0,59.5,0,none,0,40.0,47.3,7,1
127,1,Lorelei,Ice,49,33.2,2,0.0,77.72,100.0,0,none,1,26.6,41.5,10,1
127,2,Bruno,Fighting,49,33.2,2,11.9,86.05,73.4,0,none,1,9.8,40.0,4,1
127,3,Agatha,Ghost,49,33.2,2,22.99,100.0,100.0,1,full_restore,0,36.6,32.7,9,1
127,4,Lance,Dragon,49,33.2,2,35.05,82.39,63.4,0,none,0,0.0,0.0,0,0
128,1,Lorelei,Ice,54,63.0,5,0.0,60.82,100.0,0,none,1,4.7,45.7,12,1
128,2,Bruno,Fighting,54,63.0,5,14.64,74.01,95.3,0,none,1,29.7,32.1,7,1
128,3,Agatha,Ghost,54,63.0,5,24.49,97.28,65.6,0,none,1,29.0,52.4,6,1
128,4,Lance,Dragon,54,63.0,5,32.31,100.0,36.6,0,none,1,29.0,29.6,8,1
129,1,Lorelei,Ice,58,60.2,1,0.0,58.9,100.0,0,none,1,8.4,24.7,15,1
129,2,Bruno,Fighting,58,60.2,1,10.06,76.66,91.6,0,none,1,39.7,45.9,8,1
129,3,Agatha,Ghost,58,60.2,1,19.5,95.03,51.9,0,none,1,23.8,53.0,10,1
129,4,Lance,Dragon,58,60.2,1,28.07,100.0,28.1,0,none,0,29.6,48.0,7,1
130,1,Lorelei,Ice,43,49.8,3,0.0,71.33,100.0,0,none,1,13.3,37.4,7,1
130,2,Bruno,Fighting,43,49.8,3,7.99,90.93,86.7,0,none,1,15.4,45.6,6,1
130,3,Agatha,Ghost,43,49.8,3,16.48,100.0,71.3,0,none,1,41.5,51.1,4,1
130,4,Lance,Dragon,43,49.8,3,31.97,100.0,29.8,0,none,1,48.6,36.9,8,1
131,1,Lorelei,Ice,50,73.8,2,0.0,81.32,100.0,0,none,1,4.0,37.0,5,1
131,2,Bruno,Fighting,50,73.8,2,4.44,100.0,96.0,0,none,1,16.2,52.8,9,1
131,3,Agatha,Ghost,50,73.8,2,9.52,100.0,79.8,0,none,1,12.7,46.0,5,1
131,4,Lance,Dragon,50,73.8,2,19.42,100.0,67.1,0,none,0,43.0,39.2,7,1
132,1,Lorelei,Ice,56,69.8,6,0.0,73.41,100.0,0,none,1,34.5,43.0,2,1
132,2,Bruno,Fighting,56,69.8,6,8.48,93.32,65.5,0,none,1,11.8,24.6,7,1
132,3,Agatha,Ghost,56,69.8,6,19.63,100.0,53.7,0,none,1,25.1,43.4,9,1
132,4,Lance,Dragon,56,69.8,6,28.4,100.0,28.6,0,none,1,32.0,33.1,7,1
133,1,Lorelei,Ice,60,54.4,4,0.0,70.39,100.0,0,none,1,6.8,44.5,2,1
133,2,Bruno,Fighting,60,54.4,4,13.28,86.82,93.2,0,none,1,14.8,36.4,7,1
133,3,Agatha,Ghost,60,54.4,4,25.47,100.0,78.4,0,none,1,22.6,43.2,5,1
133,4,Lance,Dragon,60,54.4,4,38.38,100.0,55.8,0,none,1,36.5,37.7,7,1
134,1,Lorelei,Ice,55,64.5,4,0.0,75.92,100.0,0,none,1,27.6,56.9,15,1
134,2,Bruno,Fighting,55,64.5,4,6.49,91.29,72.4,0,none,1,24.5,40.8,4,1
