trainer_id,lottery_won,safari_attended,compliance_type,team_level,trainer_experience,badges,strategy_score,battle_wins_pre,battle_wins_post,pokemon_caught_safari,patience,motivation
386,1,1,always_taker,30,12.0,2,48.6,67,98,7,31.15,61.07
387,0,0,never_taker,36,0.3,1,29.3,56,65,0,37.27,22.5
388,1,0,never_taker,34,3.7,3,33.2,43,49,0,21.1,2.49
389,0,1,always_taker,36,0.4,2,71.8,59,86,6,79.31,90.8
390,0,0,complier,15,2.8,1,26.4,11,7,0,38.13,20.86
391,1,1,complier,32,0.8,7,37.8,56,68,7,54.31,46.85
392,0,0,complier,37,3.9,0,40.6,74,85,0,64.27,63.26
393,0,0,complier,29,0.3,2,40.4,53,53,0,28.9,40.72
394,0,1,always_taker,19,1.1,3,57.6,48,65,4,36.64,58.53
395,1,1,always_taker,22,8.0,5,30.8,35,44,4,8.27,18.34
396,1,1,complier,47,6.6,4,44.7,67,81,2,38.04,12.54
397,1,1,complier,27,1.5,4,50.6,68,94,9,31.3,52.4
398,0,1,always_taker,41,1.7,4,51.3,62,81,8,80.91,94.75
399,0,0,complier,23,2.8,3,57.7,53,49,0,47.02,43.95
400,0,0,complier,29,0.3,4,44.7,42,50,0,41.37,79.75
401,0,1,always_taker,21,9.5,2,37.8,62,88,4,79.15,20.71
402,1,0,never_taker,20,4.6,4,62.8,59,71,0,29.78,65.22
403,1,1,always_taker,39,3.8,4,32.5,44,68,5,48.8,83.91
404,0,0,complier,38,1.2,6,41.0,59,72,0,42.69,59.13
405,1,1,always_taker,36,6.7,6,36.5,46,61,11,40.02,29.78
406,0,0,complier,37,0.7,3,32.0,54,68,0,11.1,64.31
407,0,0,complier,25,6.8,3,32.2,50,70,0,95.04,21.75
408,1,0,never_taker,39,3.6,0,51.8,59,63,0,15.4,75.99
409,0,1,always_taker,26,0.7,3,40.4,56,74,7,57.61,34.27
410,1,1,complier,32,0.7,4,54.9,53,78,10,56.1,87.53
411,1,1,always_taker,29,4.8,0,60.2,64,92,3,75.45,99.53
412,0,0,complier,23,3.0,4,40.4,44,54,0,28.31,14.47
413,1,1,always_taker,32,1.0,4,61.4,64,80,2,58.74,67.87
414,0,0,complier,31,0.9,1,42.1,46,51,0,71.68,77.12
415,0,0,complier,35,0.7,2,62.2,69,86,0,67.95,80.22
416,0,1,always_taker,20,4.6,2,69.6,53,79,6,86.39,75.12
417,0,1,always_taker,30,0.4,1,55.4,64,93,8,83.46,63.95
418,1,1,complier,32,3.6,3,29.9,33,54,8,65.09,9.67
419,0,0,complier,23,1.2,4,27.9,36,33,0,17.29,0.22
420,0,0,never_taker,37,6.5,4,49.4,56,54,0,21.21,37.97
421,1,1,complier,36,0.8,1,35.2,47,61,5,40.39,38.26
422,1,1,complier,40,9.4,4,35.8,55,60,2,29.77,31.86
423,0,0,complier,20,8.3,2,70.3,68,80,0,52.44,88.1
424,1,0,never_taker,21,1.5,4,50.7,33,47,0,32.68,97.46
425,1,1,complier,17,0.5,5,46.7,34,49,9,46.25,97.32
426,0,0,complier,31,2.0,1,50.6,70,82,0,86.58,44.31
427,1,1,complier,7,11.0,0,39.9,51,68,5,46.4,39.04
428,0,1,always_taker,22,0.4,5,55.6,67,92,10,62.31,17.09
429,1,1,always_taker,38,1.9,2,52.9,58,87,5,72.97,28.76
430,1,1,always_taker,27,0.8,2,25.0,48,52,11,38.74,2.51
431,1,1,complier,15,5.6,3,47.7,51,72,9,78.87,83.58
432,0,0,complier,27,3.3,1,45.8,42,45,0,15.4,58.01
433,1,1,complier,23,3.9,1,44.5,45,61,5,11.46,19.88
434,0,0,never_taker,18,0.3,1,54.5,52,59,0,0.83,71.3
435,1,1,complier,38,12.0,3,42.7,61,76,4,22.28,31.07
436,0,1,always_taker,30,2.9,3,70.8,62,87,11,93.67,96.6
437,1,0,never_taker,37,7.7,4,39.5,63,60,0,6.29,58.09
438,0,0,complier,27,0.2,3,51.8,63,84,0,97.32,62.93
439,0,0,complier,26,0.0,5,47.6,60,67,0,57.36,12.15
440,0,1,always_taker,23,3.6,3,43.3,65,82,11,79.94,23.46
441,0,0,complier,26,0.9,4,44.1,49,68,0,58.84,57.03
442,0,0,complier,27,0.4,5,47.6,47,55,0,56.34,74.13
443,1,1,complier,33,2.8,3,57.0,71,99,4,82.95,87.07
444,1,1,always_taker,31,1.0,1,67.1,87,121,5,96.77,59.35
445,0,0,complier,52,1.6,5,48.2,52,61,0,62.72,6.85
446,1,1,always_taker,27,6.5,0,54.6,33,58,5,78.18,26.04
447,1,1,always_taker,21,4.8,3,33.7,45,53,5,38.15,43.01
448,1,1,complier,33,12.0,2,36.7,48,68,8,84.32,46.1
449,1,1,always_taker,31,6.3,4,65.4,61,83,9,97.78,93.59
450,1,1,complier,31,0.0,4,47.6,75,90,6,36.54,67.12
451,1,1,complier,23,2.3,3,35.9,44,70,10,30.49,31.45
452,0,0,never_taker,26,0.5,3,51.4,52,63,0,29.68,65.24
453,0,0,complier,24,5.4,4,31.6,32,38,0,20.55,25.1
454,1,0,never_taker,37,0.7,3,41.6,46,66,0,17.95,54.49
455,0,1,always_taker,9,5.4,1,37.4,63,86,6,83.04,2.5
456,0,0,never_taker,27,5.7,0,31.4,31,32,0,9.01,26.59
457,1,0,never_taker,24,1.4,4,27.0,39,48,0,33.13,49.25
458,1,1,complier,32,6.1,2,48.7,60,77,13,64.51,6.95
459,0,0,complier,34,0.0,2,30.4,57,62,0,63.2,14.23
460,0,0,complier,48,12.0,2,49.6,47,48,0,53.13,73.84
461,0,0,never_taker,39,5.0,2,56.4,73,83,0,87.47,30.61
462,0,0,complier,48,5.1,5,43.9,60,61,0,9.21,88.38
463,1,0,never_taker,54,2.8,1,44.2,64,85,0,36.4,56.72
464,0,0,complier,23,2.8,1,55.7,50,70,0,67.48,55.77
465,1,0,never_taker,32,6.2,3,49.5,52,65,0,44.55,14.09
466,1,1,complier,23,1.6,0,47.7,46,71,9,89.89,51.17
467,1,1,complier,40,12.0,2,56.5,82,95,6,21.31,14.09
468,1,0,never_taker,28,0.2,1,38.3,45,71,0,81.01,86.2
469,1,1,complier,41,12.0,3,43.9,51,62,10,7.84,67.13
470,1,1,complier,42,0.4,5,53.6,76,101,9,65.87,70.72
471,1,1,complier,44,1.6,4,34.5,65,70,7,24.14,23.22
472,0,0,complier,21,0.4,4,43.7,47,43,0,27.12,64.19
473,0,0,complier,31,1.1,4,52.9,66,78,0,61.41,57.52
474,1,1,complier,32,12.0,5,64.0,75,91,9,54.21,78.16
475,1,1,always_taker,29,12.0,3,17.2,20,43,4,17.14,32.33
476,1,1,complier,16,3.0,5,46.2,53,71,1,0.13,89.58
477,1,1,always_taker,38,5.5,4,43.3,26,40,9,46.36,6.91
478,1,1,always_taker,43,5.8,1,44.0,45,73,7,59.32,98.51
479,1,1,always_taker,29,1.5,2,46.6,55,66,7,90.98,37.86
480,1,1,complier,35,12.0,5,33.2,52,64,5,17.83,70.84
481,1,1,complier,37,0.1,1,27.0,47,47,4,56.27,65.24
482,0,0,complier,31,4.4,4,31.9,38,48,0,63.92,2.36
483,1,1,complier,27,1.8,2,34.4,58,71,7,43.29,21.85
484,0,1,always_taker,27,6.3,5,54.7,68,90,5,80.88,21.63
485,1,1,always_taker,34,3.3,4,46.5,47,47,9,38.79,3.2
486,0,0,complier,27,12.0,2,41.9,43,55,0,60.21,43.34
487,0,0,complier,36,4.4,4,55.0,58,60,0,8.12,58.76
488,0,0,complier,27,0.2,1,47.0,68,95,0,82.6,12.53
489,0,0,complier,37,0.7,2,37.9,56,65,0,27.84,48.97
490,0,0,complier,18,0.7,2,43.0,43,48,0,41.94,55.56
491,1,1,complier,31,8.4,5,44.1,77,97,3,9.91,22.46
492,1,1,complier,46,1.0,5,30.1,40,40,4,37.61,40.76
493,1,0,never_taker,38,2.3,4,46.3,68,81,0,77.7,0.96
494,1,1,complier,26,1.9,0,39.6,50,65,4,1.52,27.25
495,0,0,complier,39,1.1,3,34.2,50,55,0,6.19,19.37
496,1,1,complier,35,2.2,3,52.0,61,86,7,29.84,79.65
497,1,1,always_taker,18,1.2,3,35.4,45,68,7,44.49,76.73
498,1,1,complier,33,1.1,2,45.3,53,77,4,36.73,11.96
499,0,0,complier,15,9.4,3,44.6,51,62,0,62.94,55.41
500,1,1,always_taker,31,4.4,1,71.0,62,88,10,77.43,49.51
501,0,1,always_taker,29,1.4,3,55.4,54,67,6,70.99,65.23
502,1,1,always_taker,14,4.1,4,62.7,51,77,4,38.49,58.6
503,1,1,always_taker,43,1.1,3,50.1,58,81,7,69.82,82.89
504,0,1,always_taker,25,0.8,3,36.3,53,82,7,88.45,3.46
505,0,1,always_taker,26,1.1,5,56.6,55,61,5,12.27,71.22
506,1,1,always_taker,22,1.9,7,34.1,45,74,3,77.29,6.03
507,0,0,complier,36,12.0,1,47.0,67,72,0,11.5,15.03
508,1,1,complier,21,0.7,3,32.6,29,55,1,23.06,74.07
509,0,0,complier,26,2.2,1,46.0,63,84,0,56.39,83.94
510,1,0,never_taker,18,4.9,6,37.4,46,39,0,11.24,46.46
511,1,1,complier,33,3.4,3,50.0,44,66,0,55.48,94.2
512,1,1,complier,17,2.5,3,56.2,48,70,4,54.3,93.73
513,0,0,complier,33,3.3,4,45.4,47,58,0,50.66,13.77
514,1,0,never_taker,29,0.9,2,51.8,42,39,0,25.33,34.95
515,0,1,always_taker,31,3.2,1,46.7,75,93,3,74.54,78.42
516,0,1,always_taker,27,4.5,1,44.0,51,79,11,66.02,18.07
517,0,1,always_taker,35,0.5,3,55.5,72,87,7,60.67,34.48
518,1,1,always_taker,24,1.0,5,41.7,54,62,5,97.18,73.18
519,1,1,complier,34,1.2,2,40.4,51,60,11,56.73,16.42
520,1,1,complier,40,7.0,2,48.2,66,84,10,51.34,44.53
521,1,1,complier,18,1.6,3,61.7,56,72,9,58.19,19.0
522,0,1,always_taker,25,3.5,4,47.2,64,80,3,73.58,52.9
523,0,0,complier,23,3.0,1,50.8,69,89,0,68.47,83.45
524,0,0,complier,31,0.3,3,60.1,58,66,0,80.47,71.53
525,1,1,always_taker,24,1.4,2,37.6,68,90,8,80.64,21.33
526,0,1,always_taker,30,1.0,2,62.9,73,91,9,82.41,97.41
527,1,1,complier,26,6.4,6,46.8,66,94,7,79.4,78.72
528,0,1,always_taker,35,1.0,3,35.3,53,57,11,31.69,31.51
529,1,1,always_taker,22,0.5,2,53.0,52,77,11,97.79,36.48
530,1,1,complier,21,7.9,1,37.7,55,62,4,23.45,57.86
531,1,1,always_taker,30,12.0,0,46.4,78,96,7,97.87,26.98
532,1,1,complier,28,7.7,2,44.9,61,81,10,43.41,27.92
533,0,1,always_taker,28,5.4,2,67.8,62,83,6,84.54,91.85
534,1,1,complier,21,4.1,5,33.5,36,58,4,36.52,25.03
535,1,1,always_taker,21,4.3,1,29.5,43,60,6,57.86,8.29
536,0,0,complier,28,1.8,1,50.3,76,79,0,26.39,56.86
537,0,0,complier,24,7.0,0,54.1,66,79,0,91.33,17.36
538,1,1,complier,44,7.1,4,49.3,61,70,7,12.13,32.24
539,1,0,never_taker,32,5.2,6,36.2,54,69,0,56.06,30.37
540,1,1,complier,30,0.5,1,38.5,42,52,8,9.85,11.16
541,0,0,never_taker,19,1.0,2,45.5,49,58,0,62.89,28.31
542,1,1,complier,30,0.9,0,58.1,56,79,7,70.05,87.94
543,1,1,always_taker,35,0.5,3,59.3,63,73,5,58.83,29.99
544,1,1,complier,37,1.0,1,28.3,73,77,9,19.71,9.88
545,1,1,complier,48,0.2,3,49.4,57,68,8,36.94,73.92
546,0,0,complier,22,11.4,1,30.6,27,30,0,39.88,49.04
547,1,1,complier,23,6.2,4,32.8,49,61,6,41.67,31.23
548,1,1,always_taker,35,1.3,2,40.0,69,86,7,61.94,86.0
549,1,1,complier,41,0.8,6,46.5,58,65,5,38.13,1.87
550,0,1,always_taker,20,0.6,5,39.7,61,75,11,70.34,54.85
551,0,1,always_taker,38,5.7,4,37.9,56,69,5,90.58,31.52
552,0,0,never_taker,27,5.3,4,51.9,47,43,0,3.91,88.84
553,1,1,complier,19,11.2,4,54.7,32,54,7,59.85,78.92
554,1,1,complier,24,1.7,6,45.4,40,58,1,36.42,95.42
555,0,0,complier,20,1.1,7,42.4,35,43,0,3.5,43.93
556,1,1,complier,23,2.0,4,36.3,48,60,12,27.7,39.28
557,0,0,complier,31,6.6,2,64.9,74,91,0,75.78,59.94
558,0,1,always_taker,37,0.8,3,53.8,80,105,6,95.21,48.56
559,1,1,complier,31,2.0,4,50.8,61,78,5,74.67,49.12
560,0,0,complier,32,1.1,2,56.3,71,83,0,31.52,97.61
561,1,1,complier,32,4.2,1,35.0,52,72,7,0.23,38.79
562,0,1,always_taker,44,0.1,2,50.5,70,91,5,63.44,80.43
563,0,0,complier,32,7.9,3,59.0,47,62,0,18.25,98.83
564,1,0,never_taker,45,1.7,2,57.3,72,79,0,49.5,65.2
565,1,1,complier,39,4.6,4,34.6,55,71,3,49.23,1.93
566,1,1,complier,26,1.2,1,45.9,42,66,4,36.65,56.67
567,1,1,complier,34,2.0,5,31.3,50,71,3,8.7,5.93
568,0,0,complier,18,2.4,4,38.7,39,45,0,28.37,62.45
569,0,0,complier,29,0.9,2,34.4,33,33,0,4.62,27.01
570,0,0,complier,33,2.6,2,43.2,60,71,0,82.48,9.14
571,1,1,always_taker,30,11.7,2,72.9,79,100,7,93.54,44.27
572,1,1,always_taker,27,0.1,1,51.4,58,77,8,77.03,23.49
573,1,1,complier,20,6.2,2,56.3,66,75,3,14.24,98.57
574,0,0,complier,48,0.7,3,18.8,45,47,0,3.92,8.27
575,1,1,always_taker,32,3.3,0,38.9,48,64,8,10.92,93.21
576,0,1,always_taker,18,2.0,6,42.0,50,78,5,46.64,50.36
577,1,1,complier,24,0.8,2,43.4,59,83,3,44.56,12.42
578,0,0,complier,30,0.5,7,36.1,65,72,0,2.25,3.74
579,0,1,always_taker,38,12.0,3,59.6,65,82,10,95.7,1.48
580,1,1,always_taker,33,6.1,3,54.5,66,85,5,58.54,52.36
581,0,0,complier,22,4.5,2,44.3,65,68,0,76.71,34.45
582,1,1,always_taker,29,2.1,5,54.9,44,65,5,54.71,68.33
583,1,1,always_taker,37,1.5,2,40.4,46,67,8,53.5,1.41
584,0,0,complier,22,4.3,3,38.9,51,51,0,23.09,71.06
585,1,1,complier,28,2.9,5,45.7,61,84,5,73.42,31.71
586,0,1,always_taker,28,0.0,2,62.5,56,80,10,99.61,39.59
587,0,1,always_taker,39,0.5,2,52.5,74,89,10,94.65,31.5
588,1,1,complier,32,0.0,3,56.5,50,57,2,4.42,65.67
589,1,1,always_taker,21,1.4,2,45.4,34,54,5,76.47,34.61
590,0,0,complier,37,6.2,2,37.8,70,90,0,52.19,76.92
591,1,1,complier,26,6.1,5,29.4,50,58,8,20.11,61.13
592,0,0,never_taker,29,5.8,5,51.7,50,64,0,64.65,98.25
593,0,1,always_taker,31,2.1,5,51.9,55,82,12,89.46,87.35
594,0,0,complier,19,7.2,1,45.4,46,59,0,47.43,80.47
595,0,0,never_taker,29,0.9,0,53.2,67,69,0,53.24,47.55
596,0,0,never_taker,33,5.6,5,41.2,41,54,0,36.23,53.23
597,1,1,always_taker,29,2.2,5,33.7,51,62,9,29.34,45.34
598,1,0,never_taker,26,0.1,2,53.3,57,59,0,45.35,44.31
599,0,0,complier,19,1.8,3,23.4,36,46,0,16.64,34.53
600,0,0,complier,37,5.3,0,39.5,47,48,0,23.82,22.37
